,ID Number,Gender,Grade Level,Season,400 Meters,800 Meters,1500 Meters,1600 Meters
22656,11115,M,12th Grade,2006 Outdoor Season                     ,53.84,,,
22657,11115,M,12th Grade,2006 Outdoor Season                     ,54.44c,,,
22658,11115,M,12th Grade,2006 Outdoor Season                     ,53.79,,,
22659,11115,M,12th Grade,2006 Outdoor Season                     ,53.94c,,,
22660,11115,M,12th Grade,2006 Indoor Season                     ,56.44c,,,
22661,11115,M,11th Grade,2005 Outdoor Season                     ,58.24c,,,
22662,11120,M,12th Grade,2006 Outdoor Season                     ,,2:09.6h,,
22663,11120,M,12th Grade,2006 Outdoor Season                     ,,,4:33.0h,
22664,11120,M,12th Grade,2006 Outdoor Season                     ,,,4:29.00,
22665,11120,M,12th Grade,2006 Outdoor Season                     ,,,4:25.4h,
22666,11120,M,12th Grade,2006 Outdoor Season                     ,,,4:25.0h,
22667,11120,M,12th Grade,2006 Outdoor Season                     ,,,4:19.2h,
22668,11120,M,12th Grade,2006 Outdoor Season                     ,,,4:22.7h,
22669,11120,M,12th Grade,2006 Outdoor Season                     ,,,4:19.71,
22670,11120,M,11th Grade,2005 Outdoor Season                     ,,2:14.6h,,
22671,11120,M,11th Grade,2005 Outdoor Season                     ,,2:14.3h,,
22672,11120,M,11th Grade,2005 Outdoor Season                     ,,2:12.0h,,
22673,11120,M,11th Grade,2005 Outdoor Season                     ,,,4:37.0h,
22674,11120,M,11th Grade,2005 Outdoor Season                     ,,,4:31.0h,
22675,11120,M,11th Grade,2005 Outdoor Season                     ,,,4:32.0h,
22676,11120,M,11th Grade,2005 Outdoor Season                     ,,,4:38.0h,
22677,11120,M,11th Grade,2005 Outdoor Season                     ,,,4:27.4h,
22678,11120,M,11th Grade,2005 Outdoor Season                     ,,,4:34.7h,
22679,11121,M,12th Grade,2008 Outdoor Season                     ,54.94c,,,
22680,11121,M,12th Grade,2008 Outdoor Season                     ,54.02,,,
22681,11121,M,12th Grade,2008 Outdoor Season                     ,,2:12.4h,,
22682,11121,M,12th Grade,2008 Outdoor Season                     ,,2:02.87,,
22683,11121,M,12th Grade,2008 Outdoor Season                     ,,2:07.2h,,
22684,11121,M,12th Grade,2008 Outdoor Season                     ,,2:04.41,,
22685,11121,M,12th Grade,2008 Outdoor Season                     ,,2:00.4h,,
22686,11121,M,12th Grade,2008 Outdoor Season                     ,,2:00.1h,,
22687,11121,M,12th Grade,2008 Outdoor Season                     ,,2:05.10,,
22688,11121,M,12th Grade,2008 Outdoor Season                     ,,2:02.63,,
22689,11121,M,12th Grade,2008 Outdoor Season                     ,,2:09.0h,,
22690,11121,M,11th Grade,2007 Outdoor Season                     ,,2:10.3h,,
22691,11121,M,11th Grade,2007 Outdoor Season                     ,,2:04.4h,,
22692,11121,M,11th Grade,2007 Outdoor Season                     ,,2:00.46,,
22693,11121,M,11th Grade,2007 Outdoor Season                     ,,1:59.7h,,
22694,11121,M,11th Grade,2007 Outdoor Season                     ,,2:05.22,,
22695,11121,M,11th Grade,2007 Outdoor Season                     ,,2:05.22,,
22696,11121,M,11th Grade,2007 Outdoor Season                     ,,2:00.49,,
22697,11121,M,11th Grade,2007 Outdoor Season                     ,,2:01.33,,
22698,11121,M,11th Grade,2007 Outdoor Season                     ,,,4:25.0h,
22699,11121,M,11th Grade,2007 Outdoor Season                     ,,,4:19.4h,
22700,11121,M,11th Grade,2007 Outdoor Season                     ,,,DNS,
22701,11121,M,11th Grade,2007 Outdoor Season                     ,,,4:20.1h,
22702,11121,M,10th Grade,2006 Outdoor Season                     ,,2:14.6h,,
22703,11121,M,10th Grade,2006 Outdoor Season                     ,,2:07.1h,,
22704,11121,M,10th Grade,2006 Outdoor Season                     ,,2:11.0h,,
22705,11121,M,10th Grade,2006 Outdoor Season                     ,,2:08.38,,
22706,11121,M,10th Grade,2006 Outdoor Season                     ,,2:04.04,,
22707,11121,M,10th Grade,2006 Outdoor Season                     ,,2:03.2h,,
22708,11121,M,10th Grade,2006 Outdoor Season                     ,,2:02.2h,,
22709,11121,M,10th Grade,2006 Outdoor Season                     ,,2:03.1h,,
22710,11121,M,10th Grade,2006 Outdoor Season                     ,,2:09.2h,,
22711,11121,M,10th Grade,2006 Outdoor Season                     ,,2:09.16,,
22712,11121,M,10th Grade,2006 Outdoor Season                     ,,2:01.68,,
22713,11121,M,10th Grade,2006 Outdoor Season                     ,,,4:46.5h,
22714,11121,M,10th Grade,2006 Outdoor Season                     ,,,4:26.2h,
22715,11121,M,9th Grade,2005 Outdoor Season                     ,,2:26.0h,,
22716,11121,M,9th Grade,2005 Outdoor Season                     ,,2:25.2h,,
22717,11121,M,9th Grade,2005 Outdoor Season                     ,,2:19.7h,,
22718,11121,M,9th Grade,2005 Outdoor Season                     ,,2:24.4h,,
22719,11121,M,9th Grade,2005 Outdoor Season                     ,,,5:12.0h,
22720,11121,M,9th Grade,2005 Outdoor Season                     ,,,5:07.0h,
22721,11121,M,9th Grade,2005 Outdoor Season                     ,,,5:11.0h,
22722,11121,M,9th Grade,2005 Outdoor Season                     ,,,5:04.0h,
22723,11122,M,10th Grade,2006 Outdoor Season                     ,,2:20.0h,,
22724,11122,M,10th Grade,2006 Outdoor Season                     ,,2:23.0h,,
22725,11122,M,10th Grade,2006 Outdoor Season                     ,,2:24.4h,,
22726,11122,M,10th Grade,2006 Outdoor Season                     ,,2:20.0h,,
22727,11122,M,10th Grade,2006 Outdoor Season                     ,,2:15.2h,,
22728,11122,M,10th Grade,2006 Outdoor Season                     ,,,4:55.0h,
22729,11122,M,10th Grade,2006 Outdoor Season                     ,,,4:54.0h,
22730,11122,M,10th Grade,2006 Outdoor Season                     ,,,4:56.0h,
22731,11122,M,10th Grade,2006 Outdoor Season                     ,,,4:52.6h,
22732,11122,M,10th Grade,2006 Outdoor Season                     ,,,4:54.7h,
22733,11122,M,10th Grade,2006 Outdoor Season                     ,,,5:02.4h,
22734,11122,M,9th Grade,2005 Outdoor Season                     ,,2:36.0h,,
22735,11122,M,9th Grade,2005 Outdoor Season                     ,,2:29.0h,,
22736,11122,M,9th Grade,2005 Outdoor Season                     ,,2:26.0h,,
22737,11122,M,9th Grade,2005 Outdoor Season                     ,,,5:20.0h,
22738,11122,M,9th Grade,2005 Outdoor Season                     ,,,5:20.0h,
22739,11122,M,9th Grade,2005 Outdoor Season                     ,,,5:11.0h,
22740,11122,M,9th Grade,2005 Outdoor Season                     ,,,5:10.0h,
22741,11122,M,9th Grade,2005 Outdoor Season                     ,,,5:14.0h,
22742,11122,M,9th Grade,2005 Outdoor Season                     ,,,5:06.0h,
22743,11123,M,12th Grade,2008 Outdoor Season                     ,56.84c,,,
22744,11123,M,12th Grade,2008 Outdoor Season                     ,,2:05.6h,,
22745,11123,M,12th Grade,2008 Outdoor Season                     ,,2:03.19,,
22746,11123,M,12th Grade,2008 Outdoor Season                     ,,2:14.4h,,
22747,11123,M,12th Grade,2008 Outdoor Season                     ,,2:02.73,,
22748,11123,M,12th Grade,2008 Outdoor Season                     ,,2:01.8h,,
22749,11123,M,12th Grade,2008 Outdoor Season                     ,,2:01.0h,,
22750,11123,M,12th Grade,2008 Outdoor Season                     ,,2:12.0h,,
22751,11123,M,12th Grade,2008 Outdoor Season                     ,,,4:22.1h,
22752,11123,M,12th Grade,2008 Outdoor Season                     ,,,4:18.69,
22753,11123,M,12th Grade,2008 Outdoor Season                     ,,,4:24.3h,
22754,11123,M,12th Grade,2008 Outdoor Season                     ,,,4:17.2h,
22755,11123,M,12th Grade,2008 Outdoor Season                     ,,,4:27.16,
22756,11123,M,12th Grade,2008 Outdoor Season                     ,,,4:23.63,
22757,11123,M,12th Grade,2008 Outdoor Season                     ,,,4:17.75,
22758,11123,M,12th Grade,2008 Outdoor Season                     ,,,4:18.62,
22759,11123,M,11th Grade,2007 Outdoor Season                     ,,2:18.3h,,
22760,11123,M,11th Grade,2007 Outdoor Season                     ,,2:07.5h,,
22761,11123,M,11th Grade,2007 Outdoor Season                     ,,2:09.1h,,
22762,11123,M,11th Grade,2007 Outdoor Season                     ,,2:05.9h,,
22763,11123,M,11th Grade,2007 Outdoor Season                     ,,,4:30.0h,
22764,11123,M,11th Grade,2007 Outdoor Season                     ,,,4:24.3h,
22765,11123,M,11th Grade,2007 Outdoor Season                     ,,,4:26.19,
22766,11123,M,11th Grade,2007 Outdoor Season                     ,,,4:19.9h,
22767,11123,M,11th Grade,2007 Outdoor Season                     ,,,4:20.79,
22768,11123,M,11th Grade,2007 Outdoor Season                     ,,,4:21.0h,
22769,11123,M,11th Grade,2007 Outdoor Season                     ,,,4:21.51,
22770,11123,M,10th Grade,2006 Outdoor Season                     ,,2:19.0h,,
22771,11123,M,10th Grade,2006 Outdoor Season                     ,,2:18.0h,,
22772,11123,M,10th Grade,2006 Outdoor Season                     ,,2:11.3h,,
22773,11123,M,10th Grade,2006 Outdoor Season                     ,,2:20.0h,,
22774,11123,M,10th Grade,2006 Outdoor Season                     ,,2:07.6h,,
22775,11123,M,10th Grade,2006 Outdoor Season                     ,,2:19.6h,,
22776,11123,M,10th Grade,2006 Outdoor Season                     ,,2:08.5h,,
22777,11123,M,10th Grade,2006 Outdoor Season                     ,,2:08.45,,
22778,11123,M,10th Grade,2006 Outdoor Season                     ,,2:10.71,,
22779,11123,M,10th Grade,2006 Outdoor Season                     ,,,4:43.0h,
22780,11123,M,10th Grade,2006 Outdoor Season                     ,,,4:35.0h,
22781,11123,M,10th Grade,2006 Outdoor Season                     ,,,4:40.0h,
22782,11123,M,10th Grade,2006 Outdoor Season                     ,,,4:33.2h,
22783,11123,M,10th Grade,2006 Outdoor Season                     ,,,4:33.7h,
22784,11123,M,10th Grade,2006 Outdoor Season                     ,,,4:31.5h,
22785,11123,M,10th Grade,2006 Indoor Season                     ,,,4:52.0h,
22786,11123,M,9th Grade,2005 Outdoor Season                     ,,2:31.7h,,
22787,11123,M,9th Grade,2005 Outdoor Season                     ,,2:30.0h,,
22788,11123,M,9th Grade,2005 Outdoor Season                     ,,2:21.0h,,
22789,11123,M,9th Grade,2005 Outdoor Season                     ,,2:19.3h,,
22790,11123,M,9th Grade,2005 Outdoor Season                     ,,2:16.0h,,
22791,11123,M,9th Grade,2005 Outdoor Season                     ,,2:14.7h,,
22792,11123,M,9th Grade,2005 Outdoor Season                     ,,2:13.8h,,
22793,11123,M,9th Grade,2005 Outdoor Season                     ,,,5:13.0h,
22794,11123,M,9th Grade,2005 Outdoor Season                     ,,,4:56.0h,
22795,11123,M,9th Grade,2005 Outdoor Season                     ,,,4:57.0h,
22796,11123,M,9th Grade,2005 Outdoor Season                     ,,,4:49.0h,
22797,11123,M,9th Grade,2005 Outdoor Season                     ,,,4:53.0h,
22798,11129,M,12th Grade,2006 Outdoor Season                     ,56.86,,,
22799,11129,M,12th Grade,2006 Outdoor Season                     ,56.84c,,,
22800,11129,M,12th Grade,2006 Outdoor Season                     ,54.94c,,,
22801,11129,M,12th Grade,2006 Outdoor Season                     ,55.14c,,,
22802,11129,M,12th Grade,2006 Outdoor Season                     ,55.04,,,
22803,11129,M,11th Grade,2005 Outdoor Season                     ,54.04c,,,
22804,11129,M,11th Grade,2005 Outdoor Season                     ,54.54c,,,
22805,11129,M,11th Grade,2005 Outdoor Season                     ,54.26,,,
22806,11129,M,11th Grade,2005 Outdoor Season                     ,53.74c,,,
22807,11129,M,11th Grade,2005 Outdoor Season                     ,54.61,,,
22808,11129,M,11th Grade,2005 Outdoor Season                     ,,2:23.0h,,
22809,11129,M,11th Grade,2005 Outdoor Season                     ,,,5:05.1h,
22810,11132,M,12th Grade,2005 Outdoor Season                     ,50.84c,,,
22811,11132,M,12th Grade,2005 Outdoor Season                     ,,1:58.3h,,
22812,11132,M,12th Grade,2005 Outdoor Season                     ,,1:57.6h,,
22813,11132,M,12th Grade,2005 Outdoor Season                     ,,1:59.91,,
22814,11132,M,12th Grade,2005 Outdoor Season                     ,,1:56.00,,
22815,11132,M,12th Grade,2005 Outdoor Season                     ,,1:57.24,,
22816,11132,M,12th Grade,2005 Outdoor Season                     ,,,4:25.8h,
22817,11132,M,12th Grade,2005 Outdoor Season                     ,,,4:33.9h,
22818,11132,M,12th Grade,2005 Outdoor Season                     ,,,4:16.28,
22819,11133,M,10th Grade,2006 Outdoor Season                     ,1:00.25,,,
22820,11133,M,10th Grade,2006 Outdoor Season                     ,,2:25.02,,
22821,11133,M,10th Grade,2006 Outdoor Season                     ,,2:23.4h,,
22822,11133,M,10th Grade,2006 Outdoor Season                     ,,,5:13.64,
22823,11133,M,10th Grade,2006 Outdoor Season                     ,,,5:03.69,
22824,11133,M,10th Grade,2006 Outdoor Season                     ,,,5:03.00,
22825,11133,M,9th Grade,2005 Outdoor Season                     ,1:03.04c,,,
22826,11133,M,9th Grade,2005 Outdoor Season                     ,1:04.34c,,,
22827,11133,M,9th Grade,2005 Outdoor Season                     ,,2:25.00,,
22828,11133,M,9th Grade,2005 Outdoor Season                     ,,2:31.9h,,
22829,11133,M,9th Grade,2005 Outdoor Season                     ,,2:27.2h,,
22830,11133,M,9th Grade,2005 Outdoor Season                     ,,,5:14.0h,
22831,11136,M,11th Grade,2007 Outdoor Season                     ,59.62,,,
22832,11136,M,10th Grade,2006 Outdoor Season                     ,59.28,,,
22833,11136,M,10th Grade,2006 Outdoor Season                     ,59.24c,,,
22834,11136,M,10th Grade,2006 Outdoor Season                     ,,2:18.32,,
22835,11136,M,10th Grade,2006 Outdoor Season                     ,,2:15.88,,
22836,11136,M,10th Grade,2006 Outdoor Season                     ,,2:14.5h,,
22837,11136,M,10th Grade,2006 Outdoor Season                     ,,2:13.44,,
22838,11136,M,10th Grade,2006 Outdoor Season                     ,,2:14.8h,,
22839,11136,M,10th Grade,2006 Outdoor Season                     ,,2:17.30,,
22840,11136,M,10th Grade,2006 Outdoor Season                     ,,,4:53.0h,
22841,11136,M,9th Grade,2005 Outdoor Season                     ,1:00.24c,,,
22842,11136,M,9th Grade,2005 Outdoor Season                     ,59.84c,,,
22843,11136,M,9th Grade,2005 Outdoor Season                     ,59.93,,,
22844,11136,M,9th Grade,2005 Outdoor Season                     ,,2:23.90,,
22845,11136,M,9th Grade,2005 Outdoor Season                     ,,2:14.56,,
22846,11136,M,9th Grade,2005 Outdoor Season                     ,,2:17.0h,,
22847,11136,M,9th Grade,2005 Outdoor Season                     ,,,5:01.3h,
22848,11137,M,9th Grade,2005 Outdoor Season                     ,,2:12.50,,
22849,11137,M,9th Grade,2005 Outdoor Season                     ,,2:12.4h,,
22850,11137,M,9th Grade,2005 Outdoor Season                     ,,2:14.58,,
22851,11137,M,9th Grade,2005 Outdoor Season                     ,,,4:40.7h,
22852,11137,M,9th Grade,2005 Outdoor Season                     ,,,4:29.3h,
22853,11137,M,9th Grade,2005 Outdoor Season                     ,,,4:30.92,
22854,11138,M,12th Grade,2007 Outdoor Season                     ,NT,,,
22855,11138,M,12th Grade,2007 Outdoor Season                     ,55.04c,,,
22856,11138,M,11th Grade,2006 Outdoor Season                     ,54.53,,,
22857,11141,M,10th Grade,2006 Outdoor Season                     ,,DNS,,
22858,11156,M,9th Grade,2005 Outdoor Season                     ,,2:41.0h,,
22859,11156,M,9th Grade,2005 Outdoor Season                     ,,2:50.5h,,
22860,11156,M,9th Grade,2005 Outdoor Season                     ,,2:40.63,,
22861,11156,M,9th Grade,2005 Outdoor Season                     ,,2:47.4h,,
22862,11156,M,9th Grade,2005 Outdoor Season                     ,,2:54.3h,,
22863,11156,M,9th Grade,2005 Outdoor Season                     ,,2:45.0h,,
22864,11156,M,9th Grade,2005 Outdoor Season                     ,,2:45.9h,,
22865,11156,M,9th Grade,2005 Outdoor Season                     ,,,5:32.0h,
22866,11158,M,12th Grade,2008 Outdoor Season                     ,55.56,,,
22867,11158,M,12th Grade,2008 Outdoor Season                     ,54.68,,,
22868,11158,M,12th Grade,2008 Outdoor Season                     ,,2:12.03,,
22869,11158,M,12th Grade,2008 Outdoor Season                     ,,2:16.2h,,
22870,11158,M,12th Grade,2008 Outdoor Season                     ,,2:06.97,,
22871,11158,M,12th Grade,2008 Outdoor Season                     ,,2:09.5h,,
22872,11158,M,12th Grade,2008 Outdoor Season                     ,,2:12.57,,
22873,11158,M,12th Grade,2008 Outdoor Season                     ,,2:06.22,,
22874,11158,M,12th Grade,2008 Outdoor Season                     ,,2:03.6h,,
22875,11158,M,12th Grade,2008 Outdoor Season                     ,,2:09.09,,
22876,11158,M,12th Grade,2008 Outdoor Season                     ,,2:08.50,,
22877,11158,M,12th Grade,2008 Outdoor Season                     ,,,4:46.27,
22878,11158,M,12th Grade,2008 Outdoor Season                     ,,,4:49.09,
22879,11158,M,11th Grade,2007 Outdoor Season                     ,55.46,,,
22880,11158,M,11th Grade,2007 Outdoor Season                     ,,2:13.84,,
22881,11158,M,11th Grade,2007 Outdoor Season                     ,,2:12.2h,,
22882,11158,M,11th Grade,2007 Outdoor Season                     ,,2:12.3h,,
22883,11158,M,11th Grade,2007 Outdoor Season                     ,,2:15.98,,
22884,11158,M,11th Grade,2007 Outdoor Season                     ,,2:10.5h,,
22885,11158,M,11th Grade,2007 Outdoor Season                     ,,2:08.5h,,
22886,11158,M,11th Grade,2007 Outdoor Season                     ,,2:09.08,,
22887,11158,M,11th Grade,2007 Outdoor Season                     ,,2:09.62,,
22888,11158,M,11th Grade,2007 Outdoor Season                     ,,,4:55.11,
22889,11158,M,10th Grade,2006 Outdoor Season                     ,58.34c,,,
22890,11158,M,10th Grade,2006 Outdoor Season                     ,56.87,,,
22891,11158,M,10th Grade,2006 Outdoor Season                     ,56.43,,,
22892,11158,M,10th Grade,2006 Outdoor Season                     ,56.34c,,,
22893,11158,M,10th Grade,2006 Outdoor Season                     ,56.34c,,,
22894,11158,M,10th Grade,2006 Outdoor Season                     ,,2:21.24,,
22895,11158,M,10th Grade,2006 Outdoor Season                     ,,2:14.8h,,
22896,11158,M,10th Grade,2006 Outdoor Season                     ,,2:10.3h,,
22897,11158,M,10th Grade,2006 Outdoor Season                     ,,2:13.4h,,
22898,11158,M,10th Grade,2006 Outdoor Season                     ,,2:12.19,,
22899,11158,M,10th Grade,2006 Outdoor Season                     ,,2:12.07,,
22900,11158,M,9th Grade,2005 Outdoor Season                     ,1:02.94c,,,
22901,11158,M,9th Grade,2005 Outdoor Season                     ,1:00.74c,,,
22902,11158,M,9th Grade,2005 Outdoor Season                     ,1:00.40,,,
22903,11158,M,9th Grade,2005 Outdoor Season                     ,59.44c,,,
22904,11158,M,9th Grade,2005 Outdoor Season                     ,59.74c,,,
22905,11158,M,9th Grade,2005 Outdoor Season                     ,59.50,,,
22906,11158,M,9th Grade,2005 Outdoor Season                     ,59.34c,,,
22907,11158,M,9th Grade,2005 Outdoor Season                     ,56.60,,,
22908,11158,M,9th Grade,2005 Outdoor Season                     ,57.34c,,,
22909,11158,M,9th Grade,2005 Outdoor Season                     ,57.37,,,
22910,11159,M,12th Grade,2005 Outdoor Season                     ,53.14c,,,
22911,11159,M,12th Grade,2005 Outdoor Season                     ,52.99,,,
22912,11159,M,12th Grade,2005 Outdoor Season                     ,53.74,,,
22913,11159,M,12th Grade,2005 Outdoor Season                     ,52.74c,,,
22914,11160,M,10th Grade,2005 Outdoor Season                     ,1:05.20,,,
22915,11161,M,12th Grade,2008 Outdoor Season                     ,,2:27.24,,
22916,11161,M,12th Grade,2008 Outdoor Season                     ,,2:24.9h,,
22917,11161,M,12th Grade,2008 Outdoor Season                     ,,,5:13.2h,
22918,11161,M,11th Grade,2007 Outdoor Season                     ,,2:20.24,,
22919,11161,M,11th Grade,2007 Outdoor Season                     ,,2:20.8h,,
22920,11161,M,11th Grade,2007 Outdoor Season                     ,,NT,,
22921,11161,M,11th Grade,2007 Outdoor Season                     ,,,4:55.74,
22922,11161,M,11th Grade,2007 Outdoor Season                     ,,,5:08.5h,
22923,11161,M,11th Grade,2007 Outdoor Season                     ,,,5:07.5h,
22924,11161,M,11th Grade,2007 Outdoor Season                     ,,,5:09.58,
22925,11161,M,11th Grade,2007 Outdoor Season                     ,,,NT,
22926,11161,M,9th Grade,2005 Outdoor Season                     ,1:03.91,,,
22927,11161,M,9th Grade,2005 Outdoor Season                     ,,2:36.85,,
22928,11161,M,9th Grade,2005 Outdoor Season                     ,,2:32.7h,,
22929,11161,M,9th Grade,2005 Outdoor Season                     ,,2:35.2h,,
22930,11161,M,9th Grade,2005 Outdoor Season                     ,,2:30.9h,,
22931,11161,M,9th Grade,2005 Outdoor Season                     ,,,5:52.1h,
22932,11161,M,9th Grade,2005 Outdoor Season                     ,,,13:21.8h,
22933,11161,M,9th Grade,2005 Outdoor Season                     ,,,5:27.9h,
22934,11161,M,9th Grade,2005 Outdoor Season                     ,,,5:24.9h,
22935,11161,M,9th Grade,2005 Outdoor Season                     ,,,5:28.3h,
22936,11161,M,9th Grade,2005 Outdoor Season                     ,,,5:16.8h,
22937,11164,M,11th Grade,2007 Outdoor Season                     ,1:01.56,,,
22938,11164,M,11th Grade,2007 Outdoor Season                     ,1:00.25,,,
22939,11164,M,10th Grade,2006 Outdoor Season                     ,,,5:34.1h,
22940,11164,M,9th Grade,2005 Outdoor Season                     ,1:07.64c,,,
22941,11164,M,9th Grade,2005 Outdoor Season                     ,,,6:05.3h,
22942,11164,M,9th Grade,2005 Outdoor Season                     ,,,5:38.32,
22943,11167,M,10th Grade,2005 Outdoor Season                     ,,2:34.90,,
22944,11167,M,10th Grade,2005 Outdoor Season                     ,,,5:39.4h,
22945,11173,M,9th Grade,2005 Outdoor Season                     ,,2:46.2h,,
22946,11173,M,9th Grade,2005 Outdoor Season                     ,,,6:05.4h,
22947,11173,M,9th Grade,2005 Outdoor Season                     ,,,5:43.5h,
22948,11173,M,9th Grade,2005 Outdoor Season                     ,,,5:45.0h,
22949,11173,M,9th Grade,2005 Outdoor Season                     ,,,5:44.10,
22950,11173,M,9th Grade,2005 Outdoor Season                     ,,,5:49.4h,
22951,11173,M,9th Grade,2005 Outdoor Season                     ,,,5:34.8h,
22952,11175,M,9th Grade,2005 Outdoor Season                     ,,2:35.0h,,
22953,11175,M,9th Grade,2005 Outdoor Season                     ,,,5:03.7h,
22954,11175,M,9th Grade,2005 Outdoor Season                     ,,,5:03.36,
22955,11207,M,12th Grade,2007 Outdoor Season                     ,53.70,,,
22956,11207,M,12th Grade,2007 Outdoor Season                     ,53.20,,,
22957,11207,M,12th Grade,2007 Outdoor Season                     ,52.77,,,
22958,11207,M,12th Grade,2007 Outdoor Season                     ,53.84c,,,
22959,11207,M,12th Grade,2007 Outdoor Season                     ,NT,,,
22960,11207,M,12th Grade,2007 Outdoor Season                     ,53.24,,,
22961,11207,M,12th Grade,2007 Outdoor Season                     ,53.36,,,
22962,11207,M,12th Grade,2007 Outdoor Season                     ,52.52,,,
22963,11207,M,12th Grade,2007 Outdoor Season                     ,52.93,,,
22964,11207,M,12th Grade,2007 Outdoor Season                     ,52.93,,,
22965,11207,M,12th Grade,2007 Outdoor Season                     ,52.49,,,
22966,11207,M,10th Grade,2005 Outdoor Season                     ,52.84c,,,
22967,11207,M,10th Grade,2005 Outdoor Season                     ,54.08,,,
22968,11208,M,12th Grade,2008 Outdoor Season                     ,53.36,,,
22969,11208,M,12th Grade,2008 Outdoor Season                     ,53.09,,,
22970,11208,M,12th Grade,2008 Outdoor Season                     ,55.28,,,
22971,11208,M,12th Grade,2008 Outdoor Season                     ,54.74,,,
22972,11208,M,12th Grade,2008 Outdoor Season                     ,54.27,,,
22973,11208,M,12th Grade,2008 Outdoor Season                     ,54.14c,,,
22974,11208,M,12th Grade,2008 Outdoor Season                     ,54.81,,,
22975,11208,M,12th Grade,2008 Outdoor Season                     ,54.81,,,
22976,11208,M,12th Grade,2008 Outdoor Season                     ,58.4h,,,
22977,11208,M,12th Grade,2008 Outdoor Season                     ,55.9h,,,
22978,11208,M,12th Grade,2008 Outdoor Season                     ,55.6h,,,
22979,11208,M,12th Grade,2008 Outdoor Season                     ,53.9h,,,
22980,11208,M,12th Grade,2008 Outdoor Season                     ,52.5h,,,
22981,11208,M,12th Grade,2008 Outdoor Season                     ,54.4h,,,
22982,11208,M,12th Grade,2008 Outdoor Season                     ,51.6h,,,
22983,11208,M,12th Grade,2008 Outdoor Season                     ,52.3h,,,
22984,11208,M,12th Grade,2008 Outdoor Season                     ,51.5h,,,
22985,11208,M,12th Grade,2008 Outdoor Season                     ,51.0h,,,
22986,11208,M,11th Grade,2007 Outdoor Season                     ,57.85,,,
22987,11208,M,11th Grade,2007 Outdoor Season                     ,57.44c,,,
22988,11208,M,11th Grade,2007 Outdoor Season                     ,58.84c,,,
22989,11208,M,11th Grade,2007 Outdoor Season                     ,56.13,,,
22990,11208,M,11th Grade,2007 Outdoor Season                     ,55.42,,,
22991,11208,M,11th Grade,2007 Outdoor Season                     ,54.54c,,,
22992,11208,M,10th Grade,2006 Outdoor Season                     ,1:04.14c,,,
22993,11208,M,10th Grade,2006 Outdoor Season                     ,59.65,,,
22994,11208,M,10th Grade,2006 Outdoor Season                     ,1:00.34c,,,
22995,11208,M,10th Grade,2006 Outdoor Season                     ,58.74c,,,
22996,11208,M,10th Grade,2006 Outdoor Season                     ,1:00.66,,,
22997,11208,M,10th Grade,2006 Outdoor Season                     ,56.54c,,,
22998,11208,M,10th Grade,2006 Outdoor Season                     ,,3:06.7h,,
22999,11208,M,10th Grade,2006 Outdoor Season                     ,,3:15.0h,,
23000,11208,M,10th Grade,2006 Outdoor Season                     ,,2:59.4h,,
23001,11208,M,9th Grade,2005 Outdoor Season                     ,59.04c,,,
23002,11208,M,9th Grade,2005 Outdoor Season                     ,57.12,,,
23003,11208,M,9th Grade,2005 Outdoor Season                     ,57.24c,,,
23004,11219,M,12th Grade,2006 Outdoor Season                     ,57.04c,,,
23005,11219,M,12th Grade,2006 Outdoor Season                     ,55.84c,,,
23006,11219,M,12th Grade,2006 Outdoor Season                     ,54.64c,,,
23007,11219,M,12th Grade,2006 Outdoor Season                     ,55.66,,,
23008,11219,M,12th Grade,2006 Outdoor Season                     ,53.83,,,
23009,11219,M,12th Grade,2006 Outdoor Season                     ,54.67,,,
23010,11219,M,12th Grade,2006 Outdoor Season                     ,54.04c,,,
23011,11219,M,12th Grade,2006 Outdoor Season                     ,54.04c,,,
23012,11219,M,12th Grade,2006 Outdoor Season                     ,54.10,,,
23013,11219,M,12th Grade,2006 Outdoor Season                     ,53.54c,,,
23014,11219,M,12th Grade,2006 Outdoor Season                     ,53.04c,,,
23015,11219,M,12th Grade,2006 Outdoor Season                     ,53.54c,,,
23016,11219,M,12th Grade,2006 Outdoor Season                     ,53.37,,,
23017,11219,M,12th Grade,2006 Outdoor Season                     ,53.57,,,
23018,11219,M,12th Grade,2006 Outdoor Season                     ,53.45,,,
23019,11219,M,11th Grade,2005 Outdoor Season                     ,55.62,,,
23020,11219,M,11th Grade,2005 Outdoor Season                     ,56.54c,,,
23021,11219,M,11th Grade,2005 Outdoor Season                     ,56.13,,,
23022,11219,M,11th Grade,2005 Outdoor Season                     ,55.24c,,,
23023,11219,M,11th Grade,2005 Outdoor Season                     ,54.84c,,,
23024,11219,M,11th Grade,2005 Outdoor Season                     ,54.74,,,
23025,11219,M,11th Grade,2005 Outdoor Season                     ,54.04c,,,
23026,11219,M,11th Grade,2005 Outdoor Season                     ,54.34c,,,
23027,11219,M,11th Grade,2005 Outdoor Season                     ,54.17,,,
23028,11222,M,12th Grade,2008 Outdoor Season                     ,52.54,,,
23029,11222,M,12th Grade,2008 Outdoor Season                     ,51.44c,,,
23030,11222,M,12th Grade,2008 Outdoor Season                     ,52.04,,,
23031,11222,M,12th Grade,2008 Outdoor Season                     ,51.53,,,
23032,11222,M,12th Grade,2008 Outdoor Season                     ,52.90,,,
