,ID Number,Gender,Grade Level,Season,400 Meters,800 Meters,1500 Meters,1600 Meters
0,21,M,12th Grade,2007 Outdoor Season                     ,57.74,,,
1,21,M,12th Grade,2007 Outdoor Season                     ,57.34c,,,
2,21,M,12th Grade,2007 Outdoor Season                     ,56.14c,,,
3,21,M,12th Grade,2007 Outdoor Season                     ,57.2h,,,
4,21,M,12th Grade,2007 Outdoor Season                     ,58.8h,,,
5,21,M,12th Grade,2007 Outdoor Season                     ,57.1h,,,
6,21,M,12th Grade,2007 Outdoor Season                     ,58.8h,,,
7,21,M,12th Grade,2007 Outdoor Season                     ,56.0h,,,
8,21,M,12th Grade,2007 Outdoor Season                     ,56.9h,,,
9,21,M,12th Grade,2007 Outdoor Season                     ,58.9h,,,
10,21,M,12th Grade,2007 Outdoor Season                     ,54.4h,,,
11,21,M,12th Grade,2007 Outdoor Season                     ,55.8h,,,
12,21,M,12th Grade,2007 Outdoor Season                     ,,2:14.2h,,
13,21,M,12th Grade,2007 Outdoor Season                     ,,DNS,,
14,21,M,12th Grade,2007 Outdoor Season                     ,,2:09.5h,,
15,21,M,12th Grade,2007 Outdoor Season                     ,,2:10.14,,
16,21,M,12th Grade,2007 Outdoor Season                     ,,2:07.35,,
17,21,M,11th Grade,2006 Outdoor Season                     ,58.25,,,
18,21,M,11th Grade,2006 Outdoor Season                     ,57.84c,,,
19,21,M,11th Grade,2006 Outdoor Season                     ,56.74,,,
20,21,M,11th Grade,2006 Outdoor Season                     ,56.51,,,
21,21,M,11th Grade,2006 Outdoor Season                     ,56.54c,,,
22,21,M,11th Grade,2006 Outdoor Season                     ,54.04c,,,
23,21,M,11th Grade,2006 Outdoor Season                     ,57.5h,,,
24,21,M,11th Grade,2006 Outdoor Season                     ,57.1h,,,
25,21,M,11th Grade,2006 Outdoor Season                     ,58.7h,,,
26,21,M,11th Grade,2006 Outdoor Season                     ,56.0h,,,
27,21,M,11th Grade,2006 Outdoor Season                     ,57.2h,,,
28,21,M,11th Grade,2006 Outdoor Season                     ,56.6h,,,
29,21,M,11th Grade,2006 Outdoor Season                     ,55.10,,,
30,21,M,11th Grade,2006 Outdoor Season                     ,54.2h,,,
31,21,M,11th Grade,2006 Outdoor Season                     ,,2:20.8h,,
32,21,M,11th Grade,2006 Outdoor Season                     ,,2:18.3h,,
33,21,M,11th Grade,2006 Outdoor Season                     ,,2:13.5h,,
34,21,M,10th Grade,2005 Outdoor Season                     ,55.94c,,,
35,21,M,10th Grade,2005 Outdoor Season                     ,55.64c,,,
36,21,M,10th Grade,2005 Outdoor Season                     ,56.84c,,,
37,21,M,10th Grade,2005 Outdoor Season                     ,55.09,,,
38,21,M,10th Grade,2005 Outdoor Season                     ,55.20,,,
39,21,M,10th Grade,2005 Outdoor Season                     ,55.42,,,
40,21,M,10th Grade,2005 Outdoor Season                     ,56.4h,,,
41,21,M,10th Grade,2005 Outdoor Season                     ,56.6h,,,
42,21,M,10th Grade,2005 Outdoor Season                     ,54.8h,,,
43,21,M,10th Grade,2005 Outdoor Season                     ,53.7h,,,
44,21,M,10th Grade,2005 Outdoor Season                     ,,2:17.1h,,
45,21,M,10th Grade,2005 Outdoor Season                     ,,2:15.0h,,
46,21,M,9th Grade,2004 Outdoor Season                     ,57.74c,,,
47,21,M,9th Grade,2004 Outdoor Season                     ,58.34c,,,
48,21,M,9th Grade,2004 Outdoor Season                     ,1:00.1h,,,
49,21,M,9th Grade,2004 Outdoor Season                     ,57.8h,,,
50,21,M,9th Grade,2004 Outdoor Season                     ,58.6h,,,
51,21,M,9th Grade,2004 Outdoor Season                     ,59.0h,,,
52,21,M,9th Grade,2004 Outdoor Season                     ,57.0h,,,
53,21,M,9th Grade,2004 Outdoor Season                     ,56.1h,,,
54,21,M,9th Grade,2004 Outdoor Season                     ,,2:13.3h,,
55,21,M,9th Grade,2004 Outdoor Season                     ,,2:13.01,,
56,21,M,9th Grade,2004 Outdoor Season                     ,,2:12.6h,,
57,21,M,9th Grade,2004 Outdoor Season                     ,,2:17.41,,
58,63,M,12th Grade,2005 Outdoor Season                     ,54.94c,,,
59,63,M,12th Grade,2005 Outdoor Season                     ,55.0h,,,
60,63,M,12th Grade,2005 Outdoor Season                     ,55.7h,,,
61,63,M,12th Grade,2005 Outdoor Season                     ,54.3h,,,
62,63,M,12th Grade,2005 Outdoor Season                     ,52.8h,,,
63,63,M,12th Grade,2005 Outdoor Season                     ,,2:22.0h,,
64,63,M,12th Grade,2005 Outdoor Season                     ,,2:09.5h,,
65,63,M,12th Grade,2005 Outdoor Season                     ,,2:06.5h,,
66,63,M,12th Grade,2005 Outdoor Season                     ,,2:05.8h,,
67,63,M,12th Grade,2005 Outdoor Season                     ,,2:14.9h,,
68,63,M,12th Grade,2005 Outdoor Season                     ,,2:01.89,,
69,63,M,12th Grade,2005 Outdoor Season                     ,,2:01.71,,
70,63,M,12th Grade,2005 Outdoor Season                     ,,2:05.84,,
71,63,M,12th Grade,2005 Outdoor Season                     ,,2:00.28,,
72,63,M,12th Grade,2005 Outdoor Season                     ,,,4:51.4h,
73,63,M,12th Grade,2005 Outdoor Season                     ,,,4:27.37,
74,63,M,12th Grade,2005 Outdoor Season                     ,,,4:27.4h,
75,63,M,12th Grade,2005 Outdoor Season                     ,,,4:21.68,
76,63,M,11th Grade,2004 Outdoor Season                     ,56.14c,,,
77,63,M,11th Grade,2004 Outdoor Season                     ,55.7h,,,
78,63,M,11th Grade,2004 Outdoor Season                     ,54.6h,,,
79,63,M,11th Grade,2004 Outdoor Season                     ,54.1h,,,
80,63,M,11th Grade,2004 Outdoor Season                     ,54.3h,,,
81,63,M,11th Grade,2004 Outdoor Season                     ,58.2h,,,
82,63,M,11th Grade,2004 Outdoor Season                     ,56.7h,,,
83,63,M,11th Grade,2004 Outdoor Season                     ,,2:04.34,,
84,63,M,11th Grade,2004 Outdoor Season                     ,,2:08.5h,,
85,63,M,11th Grade,2004 Outdoor Season                     ,,2:04.6h,,
86,63,M,11th Grade,2004 Outdoor Season                     ,,2:05.0h,,
87,63,M,11th Grade,2004 Outdoor Season                     ,,2:02.94,,
88,63,M,11th Grade,2004 Outdoor Season                     ,,2:01.07,,
89,63,M,11th Grade,2004 Outdoor Season                     ,,2:03.3h,,
90,63,M,11th Grade,2004 Outdoor Season                     ,,2:04.46,,
91,63,M,11th Grade,2004 Outdoor Season                     ,,2:06.05,,
92,63,M,11th Grade,2004 Outdoor Season                     ,,,4:25.0h,
93,63,M,11th Grade,2004 Outdoor Season                     ,,,4:42.3h,
94,63,M,11th Grade,2004 Outdoor Season                     ,,,4:24.6h,
95,63,M,11th Grade,2004 Outdoor Season                     ,,,4:26.6h,
96,63,M,11th Grade,2004 Outdoor Season                     ,,,4:21.6h,
97,63,M,11th Grade,2004 Outdoor Season                     ,,,4:26.46,
98,63,M,11th Grade,2004 Outdoor Season                     ,,,4:20.18,
99,63,M,10th Grade,2003 Outdoor  Season                     ,56.74c,,,
100,63,M,10th Grade,2003 Outdoor  Season                     ,,2:06.53,,
101,63,M,10th Grade,2003 Outdoor  Season                     ,,2:06.53,,
102,63,M,10th Grade,2003 Outdoor  Season                     ,,,4:35.7h,
103,63,M,9th Grade,2002 Outdoor  Season                     ,57.84c,,,
104,63,M,9th Grade,2002 Outdoor  Season                     ,,2:08.9h,,
105,63,M,9th Grade,2002 Outdoor  Season                     ,,,4:38.0h,
106,63,M,9th Grade,2002 Outdoor  Season                     ,,,4:40.6h,
107,66,M,9th Grade,1995 Outdoor  Season                     ,1:22.2h,,,
108,74,M,11th Grade,1998 Outdoor  Season                     ,55.7h,,,
109,74,M,11th Grade,1998 Outdoor  Season                     ,,2:07.3h,,
110,74,M,11th Grade,1998 Outdoor  Season                     ,,,4:20.0h,
111,74,M,10th Grade,1997 Outdoor  Season                     ,54.0h,,,
112,74,M,10th Grade,1997 Outdoor  Season                     ,,2:04.5h,,
113,74,M,10th Grade,1997 Outdoor  Season                     ,,,4:19.1h,
114,74,M,9th Grade,1996 Outdoor  Season                     ,56.6h,,,
115,74,M,9th Grade,1996 Outdoor  Season                     ,,2:08.5h,,
116,74,M,9th Grade,1996 Outdoor  Season                     ,,,4:27.8h,
117,108,M,11th Grade,1998 Outdoor  Season                     ,1:04.14c,,,
118,108,M,9th Grade,1997 Outdoor  Season                     ,1:02.04c,,,
119,108,M,9th Grade,1996 Outdoor  Season                     ,1:09.24c,,,
120,108,M,9th Grade,1996 Outdoor  Season                     ,,,5:48.5h,
121,119,M,11th Grade,1998 Outdoor  Season                     ,1:09.54c,,,
122,121,M,12th Grade,2007 Outdoor Season                     ,1:00.1h,,,
123,121,M,11th Grade,2006 Outdoor Season                     ,60.0h,,,
124,121,M,9th Grade,2004 Outdoor Season                     ,1:10.3h,,,
125,121,M,9th Grade,2004 Outdoor Season                     ,1:11.2h,,,
126,121,M,9th Grade,2004 Outdoor Season                     ,,2:43.17,,
127,121,M,9th Grade,2004 Outdoor Season                     ,,,5:54.0h,
128,121,M,9th Grade,2004 Outdoor Season                     ,,,5:45.7h,
129,121,M,9th Grade,2004 Outdoor Season                     ,,,5:45.0h,
130,122,M,11th Grade,2005 Outdoor Season                     ,58.26,,,
131,122,M,11th Grade,2005 Outdoor Season                     ,58.34c,,,
132,122,M,11th Grade,2005 Outdoor Season                     ,56.94c,,,
133,122,M,11th Grade,2005 Outdoor Season                     ,1:00.54c,,,
134,122,M,11th Grade,2005 Outdoor Season                     ,1:01.34c,,,
135,122,M,11th Grade,2005 Outdoor Season                     ,59.6h,,,
136,125,M,12th Grade,2006 Outdoor Season                     ,53.64c,,,
137,125,M,12th Grade,2006 Outdoor Season                     ,52.55,,,
138,125,M,12th Grade,2006 Outdoor Season                     ,53.6h,,,
139,125,M,12th Grade,2006 Outdoor Season                     ,54.2h,,,
140,125,M,12th Grade,2006 Outdoor Season                     ,55.4h,,,
141,125,M,12th Grade,2006 Outdoor Season                     ,54.40,,,
142,125,M,12th Grade,2006 Outdoor Season                     ,,2:06.19,,
143,125,M,12th Grade,2006 Outdoor Season                     ,,2:08.8h,,
144,125,M,12th Grade,2006 Outdoor Season                     ,,,4:40.34,
145,125,M,12th Grade,2006 Outdoor Season                     ,,,4:40.0h,
146,125,M,11th Grade,2005 Outdoor Season                     ,54.54c,,,
147,125,M,11th Grade,2005 Outdoor Season                     ,57.7h,,,
148,125,M,11th Grade,2005 Outdoor Season                     ,59.8h,,,
149,125,M,11th Grade,2005 Outdoor Season                     ,57.4h,,,
150,125,M,11th Grade,2005 Outdoor Season                     ,53.3h,,,
151,125,M,11th Grade,2005 Outdoor Season                     ,,2:06.01,,
152,125,M,11th Grade,2005 Outdoor Season                     ,,2:05.02,,
153,125,M,11th Grade,2005 Outdoor Season                     ,,,4:51.8h,
154,125,M,11th Grade,2005 Outdoor Season                     ,,,4:42.7h,
155,125,M,11th Grade,2005 Outdoor Season                     ,,,4:37.9h,
156,125,M,11th Grade,2005 Outdoor Season                     ,,,4:39.4h,
157,125,M,11th Grade,2005 Outdoor Season                     ,,,4:39.0h,
158,125,M,11th Grade,2005 Outdoor Season                     ,,,,5:07.8h
159,125,M,10th Grade,2004 Outdoor Season                     ,1:01.7h,,,
160,125,M,10th Grade,2004 Outdoor Season                     ,1:00.6h,,,
161,125,M,10th Grade,2004 Outdoor Season                     ,,2:19.9h,,
162,125,M,10th Grade,2004 Outdoor Season                     ,,2:13.7h,,
163,125,M,10th Grade,2004 Outdoor Season                     ,,,4:40.70,
164,125,M,10th Grade,2004 Outdoor Season                     ,,,4:48.8h,
165,125,M,10th Grade,2004 Outdoor Season                     ,,,4:34.2h,
166,125,M,10th Grade,2004 Outdoor Season                     ,,,4:36.7h,
167,125,M,10th Grade,2004 Outdoor Season                     ,,,4:38.90,
168,125,M,10th Grade,2004 Outdoor Season                     ,,,4:33.7h,
169,125,M,10th Grade,2004 Outdoor Season                     ,,,4:32.5h,
170,125,M,10th Grade,2004 Outdoor Season                     ,,,4:38.33,
171,125,M,9th Grade,2003 Outdoor  Season                     ,1:03.0h,,,
172,125,M,9th Grade,2003 Outdoor  Season                     ,,2:22.5h,,
173,125,M,9th Grade,2003 Outdoor  Season                     ,,,4:40.6h,
174,128,M,10th Grade,2001 Outdoor  Season                     ,59.84c,,,
175,129,M,10th Grade,2002 Outdoor  Season                     ,,2:17.8h,,
176,129,M,10th Grade,2002 Outdoor  Season                     ,,,4:58.3h,
177,129,M,9th Grade,2001 Outdoor  Season                     ,,,5:01.0h,
178,130,M,10th Grade,2003 Outdoor  Season                     ,57.84c,,,
179,134,M,9th Grade,1998 Outdoor  Season                     ,56.1h,,,
180,144,M,12th Grade,2003 Outdoor  Season                     ,1:00.24c,,,
181,144,M,11th Grade,2002 Outdoor  Season                     ,,2:35.7h,,
182,161,M,11th Grade,2004 Outdoor Season                     ,59.7h,,,
183,161,M,11th Grade,2004 Outdoor Season                     ,56.3h,,,
184,161,M,11th Grade,2004 Outdoor Season                     ,57.6h,,,
185,161,M,9th Grade,2002 Outdoor  Season                     ,1:06.74c,,,
186,164,M,12th Grade,2001 Outdoor  Season                     ,,,5:14.9h,
187,185,M,9th Grade,2003 Outdoor  Season                     ,1:09.4h,,,
188,189,M,12th Grade,2008 Outdoor Season                     ,54.91,,,
189,189,M,12th Grade,2008 Outdoor Season                     ,55.34c,,,
190,189,M,12th Grade,2008 Outdoor Season                     ,53.00,,,
191,189,M,12th Grade,2008 Outdoor Season                     ,55.77,,,
192,189,M,12th Grade,2008 Outdoor Season                     ,53.00,,,
193,189,M,12th Grade,2008 Outdoor Season                     ,51.97,,,
194,189,M,12th Grade,2008 Outdoor Season                     ,54.13,,,
195,189,M,12th Grade,2008 Outdoor Season                     ,53.21,,,
196,189,M,12th Grade,2008 Outdoor Season                     ,56.5h,,,
197,189,M,12th Grade,2008 Outdoor Season                     ,55.1h,,,
198,189,M,12th Grade,2008 Outdoor Season                     ,54.4h,,,
199,189,M,12th Grade,2008 Outdoor Season                     ,55.8h,,,
200,189,M,12th Grade,2008 Outdoor Season                     ,55.0h,,,
201,189,M,12th Grade,2008 Outdoor Season                     ,52.7h,,,
202,189,M,12th Grade,2008 Outdoor Season                     ,54.7h,,,
203,189,M,12th Grade,2008 Outdoor Season                     ,,2:08.8h,,
204,189,M,12th Grade,2008 Outdoor Season                     ,,2:14.70,,
205,189,M,12th Grade,2008 Outdoor Season                     ,,2:04.3h,,
206,189,M,12th Grade,2008 Outdoor Season                     ,,2:12.14,,
207,189,M,12th Grade,2008 Outdoor Season                     ,,2:13.0h,,
208,189,M,12th Grade,2008 Outdoor Season                     ,,2:15.82,,
209,189,M,12th Grade,2008 Outdoor Season                     ,,2:12.74,,
210,189,M,11th Grade,2007 Outdoor Season                     ,55.54,,,
211,189,M,11th Grade,2007 Outdoor Season                     ,54.04c,,,
212,189,M,11th Grade,2007 Outdoor Season                     ,54.76,,,
213,189,M,11th Grade,2007 Outdoor Season                     ,54.18,,,
214,189,M,11th Grade,2007 Outdoor Season                     ,54.06,,,
215,189,M,11th Grade,2007 Outdoor Season                     ,54.9h,,,
216,189,M,11th Grade,2007 Outdoor Season                     ,57.1h,,,
217,189,M,11th Grade,2007 Outdoor Season                     ,57.6h,,,
218,189,M,11th Grade,2007 Outdoor Season                     ,57.6h,,,
219,189,M,11th Grade,2007 Outdoor Season                     ,53.0h,,,
220,189,M,11th Grade,2007 Outdoor Season                     ,54.3h,,,
221,189,M,11th Grade,2007 Outdoor Season                     ,,2:09.8h,,
222,189,M,10th Grade,2006 Outdoor Season                     ,55.76,,,
223,189,M,10th Grade,2006 Outdoor Season                     ,56.44c,,,
224,189,M,10th Grade,2006 Outdoor Season                     ,55.58,,,
225,189,M,10th Grade,2006 Outdoor Season                     ,55.44c,,,
226,189,M,10th Grade,2006 Outdoor Season                     ,53.94c,,,
227,189,M,10th Grade,2006 Outdoor Season                     ,57.6h,,,
228,189,M,10th Grade,2006 Outdoor Season                     ,58.8h,,,
229,189,M,10th Grade,2006 Outdoor Season                     ,57.6h,,,
230,189,M,10th Grade,2006 Outdoor Season                     ,56.0h,,,
231,189,M,10th Grade,2006 Outdoor Season                     ,56.8h,,,
232,189,M,10th Grade,2006 Outdoor Season                     ,55.8h,,,
233,189,M,10th Grade,2006 Outdoor Season                     ,55.1h,,,
234,189,M,10th Grade,2006 Outdoor Season                     ,,2:21.12,,
235,189,M,10th Grade,2006 Outdoor Season                     ,,2:18.1h,,
236,189,M,9th Grade,2005 Outdoor Season                     ,58.94c,,,
237,189,M,9th Grade,2005 Outdoor Season                     ,58.54c,,,
238,189,M,9th Grade,2005 Outdoor Season                     ,58.34c,,,
239,189,M,9th Grade,2005 Outdoor Season                     ,56.93,,,
240,189,M,9th Grade,2005 Outdoor Season                     ,56.84c,,,
241,189,M,9th Grade,2005 Outdoor Season                     ,56.10,,,
242,189,M,9th Grade,2005 Outdoor Season                     ,1:01.2h,,,
243,189,M,9th Grade,2005 Outdoor Season                     ,1:00.2h,,,
244,189,M,9th Grade,2005 Outdoor Season                     ,,2:28.9h,,
245,189,M,9th Grade,2005 Outdoor Season                     ,,2:27.0h,,
246,193,M,9th Grade,2001 Outdoor  Season                     ,1:03.64c,,,
247,201,M,10th Grade,2000 Outdoor  Season                     ,,2:31.3h,,
248,201,M,10th Grade,2000 Outdoor  Season                     ,,,4:57.0h,
249,201,M,9th Grade,1999 Outdoor  Season                     ,,2:31.3h,,
250,201,M,9th Grade,1999 Outdoor  Season                     ,,,5:04.3h,
251,209,M,11th Grade,1998 Outdoor  Season                     ,53.9h,,,
252,209,M,10th Grade,1997 Outdoor  Season                     ,55.0h,,,
253,223,M,10th Grade,2003 Outdoor  Season                     ,1:10.4h,,,
254,235,M,12th Grade,2004 Outdoor Season                     ,55.64c,,,
255,235,M,12th Grade,2004 Outdoor Season                     ,54.75,,,
256,235,M,12th Grade,2004 Outdoor Season                     ,53.92,,,
257,235,M,12th Grade,2004 Outdoor Season                     ,54.98,,,
258,235,M,12th Grade,2004 Outdoor Season                     ,57.0h,,,
259,235,M,12th Grade,2004 Outdoor Season                     ,55.6h,,,
260,235,M,12th Grade,2004 Outdoor Season                     ,53.8h,,,
261,235,M,12th Grade,2004 Outdoor Season                     ,54.8h,,,
262,235,M,12th Grade,2004 Outdoor Season                     ,53.7h,,,
263,235,M,12th Grade,2004 Outdoor Season                     ,54.1h,,,
264,235,M,12th Grade,2004 Outdoor Season                     ,53.4h,,,
265,235,M,11th Grade,2003 Outdoor  Season                     ,57.14c,,,
266,235,M,10th Grade,2002 Outdoor  Season                     ,1:02.94c,,,
267,327,M,11th Grade,1999 Outdoor  Season                     ,,,4:29.1h,
268,327,M,10th Grade,1998 Outdoor  Season                     ,58.54c,,,
269,327,M,10th Grade,1998 Outdoor  Season                     ,,2:12.0h,,
270,327,M,10th Grade,1998 Outdoor  Season                     ,,,4:29.0h,
271,327,M,9th Grade,1997 Outdoor  Season                     ,58.4h,,,
272,327,M,9th Grade,1997 Outdoor  Season                     ,,,5:06.0h,
273,338,M,10th Grade,1996 Outdoor  Season                     ,1:01.04c,,,
274,340,M,?,2011 Outdoor Season                     ,56.11,,,
275,340,M,?,2011 Outdoor Season                     ,,,4:42.52,
276,340,M,12th Grade,1997 Outdoor  Season                     ,,2:03.3h,,
277,340,M,12th Grade,1997 Outdoor  Season                     ,,,4:08.5h,
278,340,M,11th Grade,1996 Outdoor  Season                     ,55.94c,,,
279,340,M,11th Grade,1996 Outdoor  Season                     ,54.3h,,,
280,340,M,11th Grade,1996 Outdoor  Season                     ,,,4:06.60,
281,340,M,10th Grade,1995 Outdoor  Season                     ,,,4:24.4h,
282,340,M,9th Grade,1994 Outdoor  Season                     ,,,4:34.0h,
283,352,M,11th Grade,1995 Outdoor  Season                     ,1:10.0h,,,
284,357,M,12th Grade,1998 Outdoor  Season                     ,55.8h,,,
285,357,M,12th Grade,1998 Outdoor  Season                     ,,2:07.7h,,
286,357,M,11th Grade,1997 Outdoor  Season                     ,55.4h,,,
287,357,M,11th Grade,1997 Outdoor  Season                     ,,2:10.8h,,
288,357,M,11th Grade,1997 Outdoor  Season                     ,,,4:43.0h,
289,357,M,10th Grade,1996 Outdoor  Season                     ,58.6h,,,
290,357,M,10th Grade,1996 Outdoor  Season                     ,,2:19.2h,,
291,357,M,10th Grade,1996 Outdoor  Season                     ,,,4:51.6h,
292,357,M,9th Grade,1995 Outdoor  Season                     ,,2:47.0h,,
293,357,M,9th Grade,1995 Outdoor  Season                     ,,,5:27.0h,
294,363,M,11th Grade,1995 Outdoor  Season                     ,54.24c,,,
295,363,M,11th Grade,1995 Outdoor  Season                     ,,2:14.9h,,
296,382,M,12th Grade,1998 Outdoor  Season                     ,58.64c,,,
297,382,M,11th Grade,1997 Outdoor  Season                     ,1:00.64c,,,
298,382,M,11th Grade,1997 Outdoor  Season                     ,58.4h,,,
299,382,M,11th Grade,1997 Outdoor  Season                     ,,2:20.5h,,
300,382,M,11th Grade,1997 Outdoor  Season                     ,,,4:48.2h,
301,385,M,10th Grade,1995 Outdoor  Season                     ,,,5:39.0h,
302,409,M,11th Grade,2004 Outdoor Season                     ,58.04c,,,
303,409,M,11th Grade,2004 Outdoor Season                     ,58.24c,,,
304,409,M,11th Grade,2004 Outdoor Season                     ,57.34c,,,
305,409,M,11th Grade,2004 Outdoor Season                     ,57.24c,,,
306,409,M,11th Grade,2004 Outdoor Season                     ,57.94,,,
307,409,M,11th Grade,2004 Outdoor Season                     ,56.72,,,
308,409,M,11th Grade,2004 Outdoor Season                     ,57.8h,,,
309,409,M,11th Grade,2004 Outdoor Season                     ,57.8h,,,
310,409,M,11th Grade,2004 Outdoor Season                     ,56.4h,,,
311,409,M,11th Grade,2004 Outdoor Season                     ,56.8h,,,
312,409,M,11th Grade,2004 Outdoor Season                     ,58.5h,,,
313,409,M,11th Grade,2004 Outdoor Season                     ,58.5h,,,
314,409,M,10th Grade,2003 Outdoor  Season                     ,58.0h,,,
315,409,M,10th Grade,2003 Outdoor  Season                     ,,2:21.0h,,
316,409,M,9th Grade,2002 Outdoor  Season                     ,,2:16.4h,,
317,409,M,9th Grade,2002 Outdoor  Season                     ,,2:16.4h,,
318,409,M,9th Grade,2002 Outdoor  Season                     ,,,5:10.3h,
319,415,M,11th Grade,2002 Outdoor  Season                     ,59.94c,,,
320,415,M,11th Grade,2002 Outdoor  Season                     ,,2:22.1h,,
321,424,M,11th Grade,2000 Outdoor  Season                     ,58.24c,,,
322,424,M,11th Grade,2000 Outdoor  Season                     ,,2:27.0h,,
323,425,M,12th Grade,2000 Outdoor  Season                     ,,2:47.0h,,
324,425,M,12th Grade,2000 Outdoor  Season                     ,,,6:34.0h,
325,435,M,9th Grade,2001 Outdoor  Season                     ,52.24c,,,
326,435,M,9th Grade,2001 Outdoor  Season                     ,,2:05.0h,,
327,452,M,11th Grade,2008 Outdoor Season                     ,1:05.25,,,
328,452,M,9th Grade,2006 Outdoor Season                     ,1:08.6h,,,
329,452,M,9th Grade,2006 Outdoor Season                     ,1:09.6h,,,
330,455,M,12th Grade,2009 Outdoor Season                     ,56.03,,,
331,455,M,12th Grade,2009 Outdoor Season                     ,56.24c,,,
332,455,M,12th Grade,2009 Outdoor Season                     ,54.34c,,,
333,455,M,12th Grade,2009 Outdoor Season                     ,56.04c,,,
334,455,M,12th Grade,2009 Outdoor Season                     ,57.4h,,,
335,455,M,12th Grade,2009 Outdoor Season                     ,54.8h,,,
336,455,M,12th Grade,2009 Outdoor Season                     ,55.5h,,,
337,455,M,12th Grade,2009 Outdoor Season                     ,53.4h,,,
338,455,M,12th Grade,2009 Outdoor Season                     ,53.4h,,,
339,455,M,12th Grade,2009 Outdoor Season                     ,,2:14.82,,
340,455,M,11th Grade,2008 Outdoor Season                     ,57.08,,,
341,455,M,11th Grade,2008 Outdoor Season                     ,55.6h,,,
342,455,M,11th Grade,2008 Outdoor Season                     ,57.9h,,,
343,455,M,11th Grade,2008 Outdoor Season                     ,57.5h,,,
344,455,M,11th Grade,2008 Outdoor Season                     ,54.3h,,,
345,455,M,11th Grade,2008 Outdoor Season                     ,55.5h,,,
346,455,M,10th Grade,2007 Outdoor Season                     ,58.65,,,
347,455,M,10th Grade,2007 Outdoor Season                     ,59.19,,,
348,455,M,10th Grade,2007 Outdoor Season                     ,1:00.3h,,,
349,455,M,10th Grade,2007 Outdoor Season                     ,60.0h,,,
350,455,M,10th Grade,2007 Outdoor Season                     ,1:00.4h,,,
351,455,M,10th Grade,2007 Outdoor Season                     ,58.5h,,,
352,455,M,10th Grade,2007 Outdoor Season                     ,56.5h,,,
353,455,M,10th Grade,2007 Outdoor Season                     ,56.4h,,,
354,455,M,10th Grade,2007 Outdoor Season                     ,,2:28.35,,
355,455,M,10th Grade,2007 Outdoor Season                     ,,2:26.9h,,
356,455,M,10th Grade,2007 Outdoor Season                     ,,2:24.4h,,
357,455,M,10th Grade,2007 Outdoor Season                     ,,,5:40.1h,
358,455,M,9th Grade,2006 Outdoor Season                     ,1:03.04c,,,
359,455,M,9th Grade,2006 Outdoor Season                     ,1:01.4h,,,
360,455,M,9th Grade,2006 Outdoor Season                     ,1:09.6h,,,
361,455,M,9th Grade,2006 Outdoor Season                     ,1:03.8h,,,
362,455,M,9th Grade,2006 Outdoor Season                     ,1:02.9h,,,
363,455,M,9th Grade,2006 Outdoor Season                     ,,2:29.46,,
364,455,M,9th Grade,2006 Outdoor Season                     ,,2:31.86,,
365,455,M,9th Grade,2006 Outdoor Season                     ,,,5:49.0h,
366,455,M,9th Grade,2006 Outdoor Season                     ,,,5:28.2h,
367,455,M,9th Grade,2006 Outdoor Season                     ,,,5:23.3h,
368,467,M,11th Grade,2003 Outdoor  Season                     ,58.2h,,,
369,529,M,10th Grade,2004 Outdoor Season                     ,,2:49.55,,
370,529,M,10th Grade,2004 Outdoor Season                     ,,,5:19.9h,
371,529,M,10th Grade,2004 Outdoor Season                     ,,,5:23.0h,
372,529,M,10th Grade,2004 Outdoor Season                     ,,,5:14.55,
373,529,M,10th Grade,2004 Outdoor Season                     ,,,5:20.87,
374,531,M,12th Grade,2005 Outdoor Season                     ,55.20,,,
375,531,M,12th Grade,2005 Outdoor Season                     ,53.94c,,,
376,531,M,12th Grade,2005 Outdoor Season                     ,55.34c,,,
377,531,M,12th Grade,2005 Outdoor Season                     ,54.14c,,,
378,531,M,12th Grade,2005 Outdoor Season                     ,53.3h,,,
379,531,M,12th Grade,2005 Outdoor Season                     ,53.3h,,,
380,531,M,12th Grade,2005 Outdoor Season                     ,52.7h,,,
381,531,M,12th Grade,2005 Outdoor Season                     ,53.3h,,,
382,531,M,12th Grade,2005 Outdoor Season                     ,53.5h,,,
383,531,M,12th Grade,2005 Outdoor Season                     ,51.6h,,,
384,531,M,12th Grade,2005 Outdoor Season                     ,53.6h,,,
385,531,M,12th Grade,2005 Outdoor Season                     ,53.7h,,,
386,531,M,12th Grade,2005 Outdoor Season                     ,51.9h,,,
387,531,M,11th Grade,2004 Outdoor Season                     ,54.61,,,
388,531,M,11th Grade,2004 Outdoor Season                     ,54.64c,,,
389,531,M,11th Grade,2004 Outdoor Season                     ,54.04c,,,
390,531,M,11th Grade,2004 Outdoor Season                     ,55.46,,,
391,531,M,11th Grade,2004 Outdoor Season                     ,54.78,,,
392,531,M,11th Grade,2004 Outdoor Season                     ,54.94c,,,
393,531,M,11th Grade,2004 Outdoor Season                     ,53.4h,,,
394,531,M,11th Grade,2004 Outdoor Season                     ,53.3h,,,
395,531,M,11th Grade,2004 Outdoor Season                     ,54.6h,,,
396,531,M,11th Grade,2004 Outdoor Season                     ,52.2h,,,
397,531,M,11th Grade,2004 Outdoor Season                     ,,2:04.64,,
398,531,M,11th Grade,2004 Indoor Season                     ,55.62,,,
