ID Number,Gender,Grade Level,Season,400 Meters
21,M,12th Grade,2007 Outdoor Season                     ,57.74
21,M,12th Grade,2007 Outdoor Season                     ,57.34
21,M,12th Grade,2007 Outdoor Season                     ,56.14
21,M,12th Grade,2007 Outdoor Season                     ,57.2
21,M,12th Grade,2007 Outdoor Season                     ,58.8
21,M,12th Grade,2007 Outdoor Season                     ,57.1
21,M,12th Grade,2007 Outdoor Season                     ,58.8
21,M,12th Grade,2007 Outdoor Season                     ,56.0
21,M,12th Grade,2007 Outdoor Season                     ,56.9
21,M,12th Grade,2007 Outdoor Season                     ,58.9
21,M,12th Grade,2007 Outdoor Season                     ,54.4
21,M,12th Grade,2007 Outdoor Season                     ,55.8
21,M,11th Grade,2006 Outdoor Season                     ,58.25
21,M,11th Grade,2006 Outdoor Season                     ,57.84
21,M,11th Grade,2006 Outdoor Season                     ,56.74
21,M,11th Grade,2006 Outdoor Season                     ,56.51
21,M,11th Grade,2006 Outdoor Season                     ,56.54
21,M,11th Grade,2006 Outdoor Season                     ,54.04
21,M,11th Grade,2006 Outdoor Season                     ,57.5
21,M,11th Grade,2006 Outdoor Season                     ,57.1
21,M,11th Grade,2006 Outdoor Season                     ,58.7
21,M,11th Grade,2006 Outdoor Season                     ,56.0
21,M,11th Grade,2006 Outdoor Season                     ,57.2
21,M,11th Grade,2006 Outdoor Season                     ,56.6
21,M,11th Grade,2006 Outdoor Season                     ,55.1
21,M,11th Grade,2006 Outdoor Season                     ,54.2
21,M,10th Grade,2005 Outdoor Season                     ,55.94
21,M,10th Grade,2005 Outdoor Season                     ,55.64
21,M,10th Grade,2005 Outdoor Season                     ,56.84
21,M,10th Grade,2005 Outdoor Season                     ,55.09
21,M,10th Grade,2005 Outdoor Season                     ,55.2
21,M,10th Grade,2005 Outdoor Season                     ,55.42
21,M,10th Grade,2005 Outdoor Season                     ,56.4
21,M,10th Grade,2005 Outdoor Season                     ,56.6
21,M,10th Grade,2005 Outdoor Season                     ,54.8
21,M,10th Grade,2005 Outdoor Season                     ,53.7
21,M,9th Grade,2004 Outdoor Season                     ,57.74
21,M,9th Grade,2004 Outdoor Season                     ,58.34
21,M,9th Grade,2004 Outdoor Season                     ,60.1
21,M,9th Grade,2004 Outdoor Season                     ,57.8
21,M,9th Grade,2004 Outdoor Season                     ,58.6
21,M,9th Grade,2004 Outdoor Season                     ,59.0
21,M,9th Grade,2004 Outdoor Season                     ,57.0
21,M,9th Grade,2004 Outdoor Season                     ,56.1
63,M,12th Grade,2005 Outdoor Season                     ,54.94
63,M,12th Grade,2005 Outdoor Season                     ,55.0
63,M,12th Grade,2005 Outdoor Season                     ,55.7
63,M,12th Grade,2005 Outdoor Season                     ,54.3
63,M,12th Grade,2005 Outdoor Season                     ,52.8
63,M,11th Grade,2004 Outdoor Season                     ,56.14
63,M,11th Grade,2004 Outdoor Season                     ,55.7
63,M,11th Grade,2004 Outdoor Season                     ,54.6
63,M,11th Grade,2004 Outdoor Season                     ,54.1
63,M,11th Grade,2004 Outdoor Season                     ,54.3
63,M,11th Grade,2004 Outdoor Season                     ,58.2
63,M,11th Grade,2004 Outdoor Season                     ,56.7
63,M,10th Grade,2003 Outdoor  Season                     ,56.74
63,M,9th Grade,2002 Outdoor  Season                     ,57.84
74,M,11th Grade,1998 Outdoor  Season                     ,55.7
74,M,10th Grade,1997 Outdoor  Season                     ,54.0
74,M,9th Grade,1996 Outdoor  Season                     ,56.6
108,M,11th Grade,1998 Outdoor  Season                     ,64.14
108,M,9th Grade,1997 Outdoor  Season                     ,62.04
108,M,9th Grade,1996 Outdoor  Season                     ,69.24
119,M,11th Grade,1998 Outdoor  Season                     ,69.54
121,M,12th Grade,2007 Outdoor Season                     ,60.1
121,M,9th Grade,2004 Outdoor Season                     ,70.3
121,M,9th Grade,2004 Outdoor Season                     ,71.2
122,M,11th Grade,2005 Outdoor Season                     ,58.26
122,M,11th Grade,2005 Outdoor Season                     ,58.34
122,M,11th Grade,2005 Outdoor Season                     ,56.94
122,M,11th Grade,2005 Outdoor Season                     ,60.54
122,M,11th Grade,2005 Outdoor Season                     ,61.34
122,M,11th Grade,2005 Outdoor Season                     ,59.6
125,M,12th Grade,2006 Outdoor Season                     ,53.64
125,M,12th Grade,2006 Outdoor Season                     ,52.55
125,M,12th Grade,2006 Outdoor Season                     ,53.6
125,M,12th Grade,2006 Outdoor Season                     ,54.2
125,M,12th Grade,2006 Outdoor Season                     ,55.4
125,M,12th Grade,2006 Outdoor Season                     ,54.4
125,M,11th Grade,2005 Outdoor Season                     ,54.54
125,M,11th Grade,2005 Outdoor Season                     ,57.7
125,M,11th Grade,2005 Outdoor Season                     ,59.8
125,M,11th Grade,2005 Outdoor Season                     ,57.4
125,M,11th Grade,2005 Outdoor Season                     ,53.3
125,M,10th Grade,2004 Outdoor Season                     ,61.7
125,M,10th Grade,2004 Outdoor Season                     ,60.6
125,M,9th Grade,2003 Outdoor  Season                     ,63.0
128,M,10th Grade,2001 Outdoor  Season                     ,59.84
130,M,10th Grade,2003 Outdoor  Season                     ,57.84
134,M,9th Grade,1998 Outdoor  Season                     ,56.1
144,M,12th Grade,2003 Outdoor  Season                     ,60.24
161,M,11th Grade,2004 Outdoor Season                     ,59.7
161,M,11th Grade,2004 Outdoor Season                     ,56.3
161,M,11th Grade,2004 Outdoor Season                     ,57.6
161,M,9th Grade,2002 Outdoor  Season                     ,66.74
185,M,9th Grade,2003 Outdoor  Season                     ,69.4
189,M,12th Grade,2008 Outdoor Season                     ,54.91
189,M,12th Grade,2008 Outdoor Season                     ,55.34
189,M,12th Grade,2008 Outdoor Season                     ,53.0
189,M,12th Grade,2008 Outdoor Season                     ,55.77
189,M,12th Grade,2008 Outdoor Season                     ,53.0
189,M,12th Grade,2008 Outdoor Season                     ,51.97
189,M,12th Grade,2008 Outdoor Season                     ,54.13
189,M,12th Grade,2008 Outdoor Season                     ,53.21
189,M,12th Grade,2008 Outdoor Season                     ,56.5
189,M,12th Grade,2008 Outdoor Season                     ,55.1
189,M,12th Grade,2008 Outdoor Season                     ,54.4
189,M,12th Grade,2008 Outdoor Season                     ,55.8
189,M,12th Grade,2008 Outdoor Season                     ,55.0
189,M,12th Grade,2008 Outdoor Season                     ,52.7
189,M,12th Grade,2008 Outdoor Season                     ,54.7
189,M,11th Grade,2007 Outdoor Season                     ,55.54
189,M,11th Grade,2007 Outdoor Season                     ,54.04
189,M,11th Grade,2007 Outdoor Season                     ,54.76
189,M,11th Grade,2007 Outdoor Season                     ,54.18
189,M,11th Grade,2007 Outdoor Season                     ,54.06
189,M,11th Grade,2007 Outdoor Season                     ,54.9
189,M,11th Grade,2007 Outdoor Season                     ,57.1
189,M,11th Grade,2007 Outdoor Season                     ,57.6
189,M,11th Grade,2007 Outdoor Season                     ,57.6
189,M,11th Grade,2007 Outdoor Season                     ,53.0
189,M,11th Grade,2007 Outdoor Season                     ,54.3
189,M,10th Grade,2006 Outdoor Season                     ,55.76
189,M,10th Grade,2006 Outdoor Season                     ,56.44
189,M,10th Grade,2006 Outdoor Season                     ,55.58
189,M,10th Grade,2006 Outdoor Season                     ,55.44
189,M,10th Grade,2006 Outdoor Season                     ,53.94
189,M,10th Grade,2006 Outdoor Season                     ,57.6
189,M,10th Grade,2006 Outdoor Season                     ,58.8
189,M,10th Grade,2006 Outdoor Season                     ,57.6
189,M,10th Grade,2006 Outdoor Season                     ,56.0
189,M,10th Grade,2006 Outdoor Season                     ,56.8
189,M,10th Grade,2006 Outdoor Season                     ,55.8
189,M,10th Grade,2006 Outdoor Season                     ,55.1
189,M,9th Grade,2005 Outdoor Season                     ,58.94
189,M,9th Grade,2005 Outdoor Season                     ,58.54
189,M,9th Grade,2005 Outdoor Season                     ,58.34
189,M,9th Grade,2005 Outdoor Season                     ,56.93
189,M,9th Grade,2005 Outdoor Season                     ,56.84
189,M,9th Grade,2005 Outdoor Season                     ,56.1
189,M,9th Grade,2005 Outdoor Season                     ,61.2
189,M,9th Grade,2005 Outdoor Season                     ,60.2
193,M,9th Grade,2001 Outdoor  Season                     ,63.64
209,M,11th Grade,1998 Outdoor  Season                     ,53.9
209,M,10th Grade,1997 Outdoor  Season                     ,55.0
223,M,10th Grade,2003 Outdoor  Season                     ,70.4
235,M,12th Grade,2004 Outdoor Season                     ,55.64
235,M,12th Grade,2004 Outdoor Season                     ,54.75
235,M,12th Grade,2004 Outdoor Season                     ,53.92
235,M,12th Grade,2004 Outdoor Season                     ,54.98
235,M,12th Grade,2004 Outdoor Season                     ,57.0
235,M,12th Grade,2004 Outdoor Season                     ,55.6
235,M,12th Grade,2004 Outdoor Season                     ,53.8
235,M,12th Grade,2004 Outdoor Season                     ,54.8
235,M,12th Grade,2004 Outdoor Season                     ,53.7
235,M,12th Grade,2004 Outdoor Season                     ,54.1
235,M,12th Grade,2004 Outdoor Season                     ,53.4
235,M,11th Grade,2003 Outdoor  Season                     ,57.14
235,M,10th Grade,2002 Outdoor  Season                     ,62.94
327,M,10th Grade,1998 Outdoor  Season                     ,58.54
327,M,9th Grade,1997 Outdoor  Season                     ,58.4
338,M,10th Grade,1996 Outdoor  Season                     ,61.04
340,M,?,2011 Outdoor Season                     ,56.11
340,M,11th Grade,1996 Outdoor  Season                     ,55.94
340,M,11th Grade,1996 Outdoor  Season                     ,54.3
352,M,11th Grade,1995 Outdoor  Season                     ,70.0
357,M,12th Grade,1998 Outdoor  Season                     ,55.8
357,M,11th Grade,1997 Outdoor  Season                     ,55.4
357,M,10th Grade,1996 Outdoor  Season                     ,58.6
363,M,11th Grade,1995 Outdoor  Season                     ,54.24
382,M,12th Grade,1998 Outdoor  Season                     ,58.64
382,M,11th Grade,1997 Outdoor  Season                     ,60.64
382,M,11th Grade,1997 Outdoor  Season                     ,58.4
409,M,11th Grade,2004 Outdoor Season                     ,58.04
409,M,11th Grade,2004 Outdoor Season                     ,58.24
409,M,11th Grade,2004 Outdoor Season                     ,57.34
409,M,11th Grade,2004 Outdoor Season                     ,57.24
409,M,11th Grade,2004 Outdoor Season                     ,57.94
409,M,11th Grade,2004 Outdoor Season                     ,56.72
409,M,11th Grade,2004 Outdoor Season                     ,57.8
409,M,11th Grade,2004 Outdoor Season                     ,57.8
409,M,11th Grade,2004 Outdoor Season                     ,56.4
409,M,11th Grade,2004 Outdoor Season                     ,56.8
409,M,11th Grade,2004 Outdoor Season                     ,58.5
409,M,11th Grade,2004 Outdoor Season                     ,58.5
409,M,10th Grade,2003 Outdoor  Season                     ,58.0
415,M,11th Grade,2002 Outdoor  Season                     ,59.94
424,M,11th Grade,2000 Outdoor  Season                     ,58.24
435,M,9th Grade,2001 Outdoor  Season                     ,52.24
452,M,11th Grade,2008 Outdoor Season                     ,65.25
452,M,9th Grade,2006 Outdoor Season                     ,68.6
452,M,9th Grade,2006 Outdoor Season                     ,69.6
455,M,12th Grade,2009 Outdoor Season                     ,56.03
455,M,12th Grade,2009 Outdoor Season                     ,56.24
455,M,12th Grade,2009 Outdoor Season                     ,54.34
455,M,12th Grade,2009 Outdoor Season                     ,56.04
455,M,12th Grade,2009 Outdoor Season                     ,57.4
455,M,12th Grade,2009 Outdoor Season                     ,54.8
455,M,12th Grade,2009 Outdoor Season                     ,55.5
455,M,12th Grade,2009 Outdoor Season                     ,53.4
455,M,12th Grade,2009 Outdoor Season                     ,53.4
455,M,11th Grade,2008 Outdoor Season                     ,57.08
455,M,11th Grade,2008 Outdoor Season                     ,55.6
455,M,11th Grade,2008 Outdoor Season                     ,57.9
455,M,11th Grade,2008 Outdoor Season                     ,57.5
455,M,11th Grade,2008 Outdoor Season                     ,54.3
455,M,11th Grade,2008 Outdoor Season                     ,55.5
455,M,10th Grade,2007 Outdoor Season                     ,58.65
455,M,10th Grade,2007 Outdoor Season                     ,59.19
455,M,10th Grade,2007 Outdoor Season                     ,60.3
455,M,10th Grade,2007 Outdoor Season                     ,60.4
455,M,10th Grade,2007 Outdoor Season                     ,58.5
455,M,10th Grade,2007 Outdoor Season                     ,56.5
455,M,10th Grade,2007 Outdoor Season                     ,56.4
455,M,9th Grade,2006 Outdoor Season                     ,63.04
455,M,9th Grade,2006 Outdoor Season                     ,61.4
455,M,9th Grade,2006 Outdoor Season                     ,69.6
455,M,9th Grade,2006 Outdoor Season                     ,63.8
455,M,9th Grade,2006 Outdoor Season                     ,62.9
467,M,11th Grade,2003 Outdoor  Season                     ,58.2
531,M,12th Grade,2005 Outdoor Season                     ,55.2
531,M,12th Grade,2005 Outdoor Season                     ,53.94
531,M,12th Grade,2005 Outdoor Season                     ,55.34
531,M,12th Grade,2005 Outdoor Season                     ,54.14
531,M,12th Grade,2005 Outdoor Season                     ,53.3
531,M,12th Grade,2005 Outdoor Season                     ,53.3
531,M,12th Grade,2005 Outdoor Season                     ,52.7
531,M,12th Grade,2005 Outdoor Season                     ,53.3
531,M,12th Grade,2005 Outdoor Season                     ,53.5
531,M,12th Grade,2005 Outdoor Season                     ,51.6
531,M,12th Grade,2005 Outdoor Season                     ,53.6
531,M,12th Grade,2005 Outdoor Season                     ,53.7
531,M,12th Grade,2005 Outdoor Season                     ,51.9
531,M,11th Grade,2004 Outdoor Season                     ,54.61
531,M,11th Grade,2004 Outdoor Season                     ,54.64
531,M,11th Grade,2004 Outdoor Season                     ,54.04
531,M,11th Grade,2004 Outdoor Season                     ,55.46
531,M,11th Grade,2004 Outdoor Season                     ,54.78
531,M,11th Grade,2004 Outdoor Season                     ,54.94
531,M,11th Grade,2004 Outdoor Season                     ,53.4
531,M,11th Grade,2004 Outdoor Season                     ,53.3
531,M,11th Grade,2004 Outdoor Season                     ,54.6
531,M,11th Grade,2004 Outdoor Season                     ,52.2
531,M,11th Grade,2004 Indoor Season                     ,55.62
533,M,12th Grade,2006 Outdoor Season                     ,51.3
533,M,11th Grade,2005 Outdoor Season                     ,52.5
534,M,12th Grade,2004 Outdoor Season                     ,53.9
535,M,12th Grade,2007 Outdoor Season                     ,53.66
535,M,12th Grade,2007 Outdoor Season                     ,52.3
535,M,12th Grade,2007 Outdoor Season                     ,52.2
535,M,11th Grade,2006 Outdoor Season                     ,53.9
535,M,11th Grade,2006 Outdoor Season                     ,54.6
535,M,11th Grade,2006 Outdoor Season                     ,53.6
535,M,11th Grade,2006 Outdoor Season                     ,54.3
535,M,11th Grade,2006 Outdoor Season                     ,53.3
535,M,11th Grade,2006 Outdoor Season                     ,53.4
535,M,11th Grade,2006 Outdoor Season                     ,52.5
535,M,11th Grade,2006 Outdoor Season                     ,53.7
535,M,10th Grade,2005 Outdoor Season                     ,54.6
535,M,10th Grade,2005 Outdoor Season                     ,54.9
535,M,10th Grade,2005 Outdoor Season                     ,52.5
535,M,10th Grade,2005 Outdoor Season                     ,53.0
535,M,10th Grade,2005 Outdoor Season                     ,54.2
535,M,10th Grade,2005 Outdoor Season                     ,52.7
537,M,12th Grade,2004 Outdoor Season                     ,49.8
537,M,12th Grade,2004 Outdoor Season                     ,49.8
537,M,12th Grade,2004 Outdoor Season                     ,50.25
537,M,12th Grade,2004 Outdoor Season                     ,49.6
537,M,12th Grade,2004 Indoor Season                     ,53.44
537,M,11th Grade,2003 Outdoor  Season                     ,52.97
538,M,12th Grade,2006 Outdoor Season                     ,53.04
538,M,12th Grade,2006 Outdoor Season                     ,53.62
538,M,12th Grade,2006 Outdoor Season                     ,51.6
538,M,11th Grade,2005 Outdoor Season                     ,53.54
538,M,10th Grade,2004 Indoor Season                     ,56.04
538,M,9th Grade,2003 Outdoor  Season                     ,53.14
540,M,12th Grade,2007 Outdoor Season                     ,54.34
540,M,12th Grade,2007 Outdoor Season                     ,54.6
540,M,12th Grade,2007 Outdoor Season                     ,53.9
540,M,12th Grade,2007 Outdoor Season                     ,55.1
540,M,12th Grade,2007 Outdoor Season                     ,53.1
540,M,12th Grade,2007 Outdoor Season                     ,53.8
540,M,11th Grade,2006 Outdoor Season                     ,56.7
540,M,11th Grade,2006 Outdoor Season                     ,55.6
540,M,11th Grade,2006 Outdoor Season                     ,57.5
540,M,11th Grade,2006 Outdoor Season                     ,55.8
540,M,11th Grade,2006 Outdoor Season                     ,54.5
540,M,10th Grade,2005 Outdoor Season                     ,57.6
540,M,10th Grade,2005 Outdoor Season                     ,58.5
540,M,10th Grade,2005 Outdoor Season                     ,59.5
540,M,10th Grade,2005 Outdoor Season                     ,59.2
541,M,12th Grade,2005 Outdoor Season                     ,61.0
541,M,12th Grade,2005 Outdoor Season                     ,60.5
541,M,12th Grade,2005 Outdoor Season                     ,59.9
542,M,12th Grade,2005 Outdoor Season                     ,60.6
542,M,12th Grade,2005 Outdoor Season                     ,58.2
543,M,12th Grade,2007 Indoor Season                     ,55.8
543,M,11th Grade,2006 Outdoor Season                     ,53.4
543,M,11th Grade,2006 Outdoor Season                     ,54.6
543,M,11th Grade,2006 Outdoor Season                     ,54.2
543,M,11th Grade,2006 Outdoor Season                     ,53.8
543,M,11th Grade,2006 Outdoor Season                     ,53.7
543,M,11th Grade,2006 Outdoor Season                     ,53.7
543,M,10th Grade,2005 Outdoor Season                     ,53.4
543,M,10th Grade,2005 Outdoor Season                     ,55.2
543,M,10th Grade,2005 Outdoor Season                     ,53.4
543,M,10th Grade,2005 Outdoor Season                     ,53.8
543,M,10th Grade,2005 Outdoor Season                     ,53.2
544,M,12th Grade,2005 Outdoor Season                     ,61.9
544,M,12th Grade,2005 Outdoor Season                     ,59.0
544,M,12th Grade,2005 Outdoor Season                     ,60.3
544,M,12th Grade,2005 Outdoor Season                     ,62.7
544,M,12th Grade,2005 Outdoor Season                     ,63.5
544,M,11th Grade,2004 Outdoor Season                     ,61.0
544,M,11th Grade,2004 Outdoor Season                     ,62.1
545,M,12th Grade,2004 Outdoor Season                     ,53.5
545,M,12th Grade,2004 Outdoor Season                     ,51.84
545,M,12th Grade,2004 Outdoor Season                     ,54.2
545,M,12th Grade,2004 Outdoor Season                     ,53.8
545,M,12th Grade,2004 Outdoor Season                     ,52.8
545,M,12th Grade,2004 Outdoor Season                     ,52.2
547,M,11th Grade,2004 Outdoor Season                     ,54.74
547,M,11th Grade,2004 Outdoor Season                     ,55.79
547,M,11th Grade,2004 Outdoor Season                     ,57.7
550,M,11th Grade,2005 Outdoor Season                     ,62.7
550,M,10th Grade,2004 Outdoor Season                     ,63.5
553,M,12th Grade,2006 Outdoor Season                     ,57.74
553,M,12th Grade,2006 Outdoor Season                     ,55.47
553,M,12th Grade,2006 Outdoor Season                     ,55.14
553,M,12th Grade,2006 Outdoor Season                     ,54.14
553,M,12th Grade,2006 Outdoor Season                     ,54.44
553,M,12th Grade,2006 Outdoor Season                     ,52.72
553,M,12th Grade,2006 Outdoor Season                     ,52.22
553,M,12th Grade,2006 Outdoor Season                     ,56.2
553,M,12th Grade,2006 Outdoor Season                     ,56.7
553,M,12th Grade,2006 Outdoor Season                     ,56.8
553,M,12th Grade,2006 Outdoor Season                     ,56.4
553,M,12th Grade,2006 Outdoor Season                     ,54.3
553,M,12th Grade,2006 Outdoor Season                     ,53.3
553,M,12th Grade,2006 Indoor Season                     ,55.89
553,M,10th Grade,2004 Outdoor Season                     ,59.04
553,M,10th Grade,2004 Outdoor Season                     ,58.1
553,M,10th Grade,2004 Outdoor Season                     ,63.1
555,M,12th Grade,2005 Outdoor Season                     ,61.37
555,M,12th Grade,2005 Outdoor Season                     ,58.2
556,M,10th Grade,2004 Outdoor Season                     ,62.8
558,M,11th Grade,2005 Outdoor Season                     ,57.2
558,M,11th Grade,2005 Outdoor Season                     ,56.1
558,M,11th Grade,2005 Outdoor Season                     ,57.6
558,M,10th Grade,2004 Outdoor Season                     ,55.8
559,M,12th Grade,2005 Outdoor Season                     ,59.37
560,M,12th Grade,2004 Outdoor Season                     ,56.9
561,M,11th Grade,2004 Outdoor Season                     ,56.14
561,M,11th Grade,2004 Outdoor Season                     ,57.0
561,M,11th Grade,2004 Outdoor Season                     ,55.9
561,M,11th Grade,2004 Outdoor Season                     ,54.6
561,M,11th Grade,2004 Outdoor Season                     ,56.5
562,M,11th Grade,2005 Outdoor Season                     ,63.0
562,M,10th Grade,2004 Outdoor Season                     ,60.9
562,M,10th Grade,2004 Outdoor Season                     ,61.0
562,M,10th Grade,2004 Outdoor Season                     ,62.0
562,M,10th Grade,2004 Outdoor Season                     ,65.9
565,M,10th Grade,2002 Outdoor  Season                     ,52.74
565,M,9th Grade,2001 Outdoor  Season                     ,54.74
566,M,11th Grade,2006 Outdoor Season                     ,64.4
566,M,11th Grade,2006 Outdoor Season                     ,65.2
566,M,11th Grade,2006 Outdoor Season                     ,64.7
566,M,10th Grade,2005 Outdoor Season                     ,69.5
566,M,10th Grade,2005 Outdoor Season                     ,70.8
604,M,10th Grade,2004 Outdoor Season                     ,61.5
609,M,12th Grade,2006 Outdoor Season                     ,54.04
609,M,12th Grade,2006 Outdoor Season                     ,55.0
609,M,12th Grade,2006 Outdoor Season                     ,56.9
609,M,12th Grade,2006 Outdoor Season                     ,55.2
609,M,12th Grade,2006 Outdoor Season                     ,54.8
609,M,12th Grade,2006 Outdoor Season                     ,53.9
609,M,12th Grade,2006 Outdoor Season                     ,53.5
609,M,11th Grade,2005 Outdoor Season                     ,59.3
609,M,11th Grade,2005 Outdoor Season                     ,63.2
609,M,11th Grade,2005 Outdoor Season                     ,60.3
609,M,11th Grade,2005 Outdoor Season                     ,58.9
611,M,10th Grade,2004 Outdoor Season                     ,64.5
611,M,10th Grade,2004 Outdoor Season                     ,62.5
614,M,12th Grade,2004 Outdoor Season                     ,61.99
614,M,12th Grade,2004 Outdoor Season                     ,62.4
624,M,10th Grade,2004 Outdoor Season                     ,58.3
624,M,10th Grade,2004 Outdoor Season                     ,55.8
624,M,10th Grade,2004 Outdoor Season                     ,55.2
624,M,10th Grade,2004 Outdoor Season                     ,54.9
625,M,12th Grade,2005 Outdoor Season                     ,55.62
625,M,12th Grade,2005 Outdoor Season                     ,55.5
625,M,12th Grade,2005 Outdoor Season                     ,56.3
625,M,12th Grade,2005 Outdoor Season                     ,56.7
625,M,11th Grade,2004 Outdoor Season                     ,56.3
625,M,11th Grade,2004 Outdoor Season                     ,56.5
625,M,11th Grade,2004 Outdoor Season                     ,57.4
630,M,12th Grade,2004 Outdoor Season                     ,67.6
643,M,12th Grade,2004 Outdoor Season                     ,57.16
650,M,12th Grade,2005 Outdoor Season                     ,56.34
650,M,11th Grade,2004 Outdoor Season                     ,56.34
650,M,11th Grade,2004 Outdoor Season                     ,56.44
650,M,11th Grade,2004 Outdoor Season                     ,55.69
651,M,12th Grade,2007 Outdoor Season                     ,60.34
651,M,10th Grade,2005 Outdoor Season                     ,60.14
651,M,10th Grade,2005 Outdoor Season                     ,62.14
651,M,10th Grade,2005 Outdoor Season                     ,60.54
651,M,10th Grade,2005 Outdoor Season                     ,58.84
651,M,9th Grade,2004 Outdoor Season                     ,61.94
651,M,9th Grade,2004 Outdoor Season                     ,62.04
651,M,9th Grade,2004 Outdoor Season                     ,62.33
651,M,9th Grade,2004 Outdoor Season                     ,62.24
651,M,9th Grade,2004 Outdoor Season                     ,61.54
651,M,9th Grade,2004 Outdoor Season                     ,61.84
651,M,9th Grade,2004 Outdoor Season                     ,61.24
651,M,9th Grade,2004 Outdoor Season                     ,57.64
652,M,12th Grade,2007 Outdoor Season                     ,62.22
652,M,12th Grade,2007 Outdoor Season                     ,59.25
656,M,12th Grade,2007 Outdoor Season                     ,54.64
656,M,12th Grade,2007 Outdoor Season                     ,53.45
656,M,12th Grade,2007 Outdoor Season                     ,53.8
656,M,12th Grade,2007 Outdoor Season                     ,52.77
656,M,11th Grade,2006 Outdoor Season                     ,54.94
656,M,10th Grade,2005 Outdoor Season                     ,54.84
656,M,10th Grade,2005 Outdoor Season                     ,58.0
656,M,10th Grade,2005 Outdoor Season                     ,55.97
656,M,10th Grade,2005 Outdoor Season                     ,56.54
656,M,10th Grade,2005 Outdoor Season                     ,56.14
656,M,10th Grade,2005 Outdoor Season                     ,54.7
656,M,9th Grade,2004 Outdoor Season                     ,61.04
656,M,9th Grade,2004 Outdoor Season                     ,61.24
656,M,9th Grade,2004 Outdoor Season                     ,59.66
656,M,9th Grade,2004 Outdoor Season                     ,59.44
656,M,9th Grade,2004 Outdoor Season                     ,59.94
656,M,9th Grade,2004 Outdoor Season                     ,57.24
656,M,9th Grade,2004 Outdoor Season                     ,57.94
656,M,9th Grade,2004 Outdoor Season                     ,57.44
656,M,9th Grade,2004 Outdoor Season                     ,57.74
657,M,12th Grade,2005 Outdoor Season                     ,59.04
657,M,12th Grade,2005 Outdoor Season                     ,57.24
657,M,12th Grade,2005 Outdoor Season                     ,56.04
657,M,11th Grade,2004 Outdoor Season                     ,59.64
657,M,11th Grade,2004 Outdoor Season                     ,58.14
657,M,9th Grade,2002 Outdoor  Season                     ,63.64
657,M,9th Grade,2002 Outdoor  Season                     ,61.74
687,M,12th Grade,2004 Outdoor Season                     ,54.44
687,M,12th Grade,2004 Outdoor Season                     ,52.59
687,M,12th Grade,2004 Outdoor Season                     ,51.74
687,M,12th Grade,2004 Outdoor Season                     ,52.44
687,M,12th Grade,2004 Outdoor Season                     ,52.24
687,M,12th Grade,2004 Outdoor Season                     ,51.75
687,M,12th Grade,2004 Outdoor Season                     ,50.74
687,M,11th Grade,2003 Outdoor  Season                     ,50.61
689,M,11th Grade,2004 Outdoor Season                     ,65.04
689,M,11th Grade,2004 Outdoor Season                     ,62.24
690,M,12th Grade,2004 Outdoor Season                     ,59.24
690,M,12th Grade,2004 Outdoor Season                     ,58.53
690,M,12th Grade,2004 Outdoor Season                     ,57.24
690,M,12th Grade,2004 Outdoor Season                     ,57.47
691,M,12th Grade,2006 Outdoor Season                     ,59.04
691,M,10th Grade,2004 Outdoor Season                     ,62.64
691,M,10th Grade,2004 Outdoor Season                     ,60.6
692,M,11th Grade,2004 Outdoor Season                     ,55.34
692,M,11th Grade,2004 Outdoor Season                     ,55.95
693,M,11th Grade,2006 Outdoor Season                     ,64.44
693,M,10th Grade,2005 Outdoor Season                     ,61.34
693,M,10th Grade,2005 Outdoor Season                     ,61.93
693,M,10th Grade,2005 Outdoor Season                     ,58.14
693,M,9th Grade,2004 Outdoor Season                     ,63.04
694,M,12th Grade,2009 Outdoor Season                     ,64.09
694,M,10th Grade,2005 Outdoor Season                     ,56.54
694,M,10th Grade,2005 Outdoor Season                     ,57.14
694,M,10th Grade,2005 Outdoor Season                     ,55.64
694,M,10th Grade,2005 Outdoor Season                     ,56.44
694,M,10th Grade,2005 Outdoor Season                     ,55.14
694,M,10th Grade,2005 Outdoor Season                     ,54.6
694,M,10th Grade,2005 Outdoor Season                     ,54.6
694,M,9th Grade,2004 Outdoor Season                     ,55.44
694,M,9th Grade,2004 Outdoor Season                     ,56.84
694,M,9th Grade,2004 Outdoor Season                     ,55.94
694,M,9th Grade,2004 Outdoor Season                     ,55.9
694,M,9th Grade,2004 Outdoor Season                     ,55.62
705,M,11th Grade,2004 Outdoor Season                     ,56.54
705,M,11th Grade,2004 Outdoor Season                     ,55.42
706,M,12th Grade,2004 Outdoor Season                     ,52.14
706,M,12th Grade,2004 Outdoor Season                     ,50.5
707,M,12th Grade,2008 Outdoor Season                     ,55.28
707,M,11th Grade,2007 Outdoor Season                     ,55.54
707,M,10th Grade,2006 Outdoor Season                     ,56.91
707,M,10th Grade,2006 Outdoor Season                     ,56.84
707,M,9th Grade,2005 Outdoor Season                     ,61.34
707,M,9th Grade,2005 Outdoor Season                     ,62.46
718,M,11th Grade,2006 Outdoor Season                     ,60.44
718,M,11th Grade,2006 Outdoor Season                     ,63.22
718,M,11th Grade,2006 Outdoor Season                     ,62.7
718,M,11th Grade,2006 Outdoor Season                     ,64.0
718,M,11th Grade,2006 Outdoor Season                     ,60.64
