,ID Number,Season,Grade Level,Gender_x,1500 Meters,Gender_y,800 Meters
34,538,2006 Outdoor Season                     ,12th Grade,M,257.12,M,120.6
35,539,2002 Outdoor  Season                     ,9th Grade,M,251.14,M,124.3
36,539,2005 Outdoor Season                     ,12th Grade,M,237.44,M,119.25
37,540,2005 Outdoor Season                     ,10th Grade,M,267.34,M,130.54
38,540,2006 Outdoor Season                     ,11th Grade,M,257.27,M,125.08
39,540,2007 Outdoor Season                     ,12th Grade,M,261.2,M,120.61
40,541,2004 Outdoor Season                     ,11th Grade,M,260.3,M,132.2
41,541,2005 Outdoor Season                     ,12th Grade,M,255.6,M,128.4
42,542,2004 Outdoor Season                     ,11th Grade,M,261.6,M,133.9
43,542,2005 Outdoor Season                     ,12th Grade,M,259.1,M,129.8
44,543,2004 Outdoor Season                     ,9th Grade,M,260.08,M,124.8
45,543,2005 Outdoor Season                     ,10th Grade,M,244.27,M,118.6
46,543,2006 Outdoor Season                     ,11th Grade,M,258.5,M,120.9
47,543,2007 Outdoor Season                     ,12th Grade,M,273.1,M,123.5
48,544,2004 Outdoor Season                     ,11th Grade,M,294.9,M,136.0
49,544,2005 Outdoor Season                     ,12th Grade,M,310.5,M,138.43
50,554,2004 Outdoor Season                     ,11th Grade,M,298.2,M,147.0
51,560,2004 Outdoor Season                     ,12th Grade,M,262.7,M,126.6
52,566,2004 Outdoor Season                     ,9th Grade,M,289.6,M,153.4
53,566,2006 Outdoor Season                     ,11th Grade,M,263.8,M,135.3
54,566,2007 Outdoor Season                     ,12th Grade,M,256.66,M,132.79
55,609,2004 Outdoor Season                     ,10th Grade,M,283.6,M,140.0
56,609,2005 Outdoor Season                     ,11th Grade,M,270.54,M,136.2
57,609,2006 Outdoor Season                     ,12th Grade,M,264.83,M,125.16
58,625,2002 Outdoor  Season                     ,9th Grade,M,267.2,M,125.43
59,625,2004 Outdoor Season                     ,11th Grade,M,268.53,M,126.84
60,651,2005 Outdoor Season                     ,10th Grade,M,281.2,M,135.82
61,651,2006 Outdoor Season                     ,11th Grade,M,272.9,M,132.56
62,651,2007 Outdoor Season                     ,12th Grade,M,271.8,M,131.77
63,652,2006 Outdoor Season                     ,11th Grade,M,266.73,M,131.5
64,652,2007 Outdoor Season                     ,12th Grade,M,263.88,M,138.6
65,656,2006 Outdoor Season                     ,11th Grade,M,279.4,M,123.07
66,657,2004 Outdoor Season                     ,11th Grade,M,274.7,M,132.0
67,657,2005 Outdoor Season                     ,12th Grade,M,276.79,M,130.6
68,662,2002 Outdoor  Season                     ,10th Grade,M,310.6,M,146.1
69,690,2004 Outdoor Season                     ,12th Grade,M,295.5,M,130.1
70,691,2004 Outdoor Season                     ,10th Grade,M,330.8,M,145.5
71,694,2007 Outdoor Season                     ,10th Grade,M,303.24,M,162.06
72,694,2008 Outdoor Season                     ,11th Grade,M,275.16,M,138.1
73,694,2009 Outdoor Season                     ,12th Grade,M,283.2,M,143.7
74,707,2004 Outdoor Season                     ,9th Grade,M,340.5,M,179.0
75,721,2004 Outdoor Season                     ,12th Grade,M,236.36,M,117.29
76,725,2005 Outdoor Season                     ,12th Grade,M,254.05,M,115.43
77,726,2004 Outdoor Season                     ,11th Grade,M,244.0,M,118.6
78,726,2005 Outdoor Season                     ,12th Grade,M,240.38,M,119.71
79,730,2004 Outdoor Season                     ,12th Grade,M,258.64,M,124.65
80,732,2004 Outdoor Season                     ,12th Grade,M,266.45,M,125.7
81,739,2005 Outdoor Season                     ,11th Grade,M,251.5,M,125.4
82,739,2006 Outdoor Season                     ,12th Grade,M,263.0,M,121.0
83,741,2006 Outdoor Season                     ,12th Grade,M,305.29,M,128.0
84,759,2006 Outdoor Season                     ,12th Grade,M,283.57,M,127.34
85,803,2004 Outdoor Season                     ,10th Grade,M,289.0,M,121.4
86,832,2003 Outdoor  Season                     ,9th Grade,M,298.4,M,142.0
87,832,2004 Outdoor Season                     ,10th Grade,M,267.0,M,128.08
88,832,2005 Outdoor Season                     ,11th Grade,M,258.7,M,125.5
89,832,2006 Outdoor Season                     ,12th Grade,M,257.0,M,124.71
90,836,2004 Outdoor Season                     ,12th Grade,M,253.9,M,125.39
91,839,2005 Outdoor Season                     ,11th Grade,M,252.34,M,126.0
92,839,2006 Outdoor Season                     ,12th Grade,M,252.03,M,123.5
93,877,2001 Outdoor  Season                     ,9th Grade,M,269.7,M,125.88
94,877,2004 Outdoor Season                     ,12th Grade,M,238.91,M,116.71
95,878,2004 Outdoor Season                     ,12th Grade,M,272.0,M,116.1
96,882,2004 Outdoor Season                     ,11th Grade,M,268.6,M,134.1
97,882,2005 Outdoor Season                     ,12th Grade,M,269.7,M,130.6
98,883,2004 Outdoor Season                     ,10th Grade,M,294.7,M,147.7
99,884,2004 Outdoor Season                     ,11th Grade,M,296.7,M,150.1
100,884,2005 Outdoor Season                     ,12th Grade,M,286.7,M,143.4
101,885,2004 Outdoor Season                     ,12th Grade,M,294.3,M,140.8
102,886,2004 Outdoor Season                     ,10th Grade,M,266.4,M,132.3
103,886,2005 Outdoor Season                     ,11th Grade,M,257.42,M,127.7
104,886,2006 Outdoor Season                     ,12th Grade,M,257.4,M,124.8
105,919,2004 Outdoor Season                     ,12th Grade,M,279.4,M,132.6
106,921,2004 Outdoor Season                     ,12th Grade,M,287.1,M,148.3
107,927,2005 Outdoor Season                     ,12th Grade,M,252.48,M,136.54
108,935,2004 Outdoor Season                     ,10th Grade,M,278.3,M,139.4
109,951,2004 Outdoor Season                     ,9th Grade,M,297.8,M,147.1
110,951,2005 Outdoor Season                     ,10th Grade,M,283.4,M,138.4
111,984,2004 Outdoor Season                     ,9th Grade,M,264.6,M,134.6
112,984,2005 Outdoor Season                     ,10th Grade,M,263.0,M,127.9
113,984,2006 Outdoor Season                     ,11th Grade,M,266.2,M,122.51
114,986,2006 Outdoor Season                     ,12th Grade,M,312.2,M,139.2
115,997,2004 Outdoor Season                     ,9th Grade,M,284.0,M,136.14
116,997,2005 Outdoor Season                     ,10th Grade,M,281.0,M,133.62
117,997,2006 Outdoor Season                     ,11th Grade,M,263.52,M,126.5
118,1014,2004 Outdoor Season                     ,9th Grade,M,331.5,M,166.3
119,1014,2005 Outdoor Season                     ,10th Grade,M,333.0,M,154.8
120,1014,2006 Outdoor Season                     ,11th Grade,M,308.6,M,151.2
121,1016,2004 Outdoor Season                     ,12th Grade,M,263.4,M,124.2
122,1059,2004 Outdoor Season                     ,9th Grade,M,308.96,M,147.96
123,1059,2005 Outdoor Season                     ,10th Grade,M,282.68,M,140.77
124,1059,2006 Outdoor Season                     ,11th Grade,M,284.31,M,135.83
125,1059,2007 Outdoor Season                     ,12th Grade,M,278.24,M,126.8
126,1069,2004 Outdoor Season                     ,10th Grade,M,330.7,M,161.2
127,1073,2005 Outdoor Season                     ,10th Grade,M,360.9,M,169.4
128,1073,2006 Outdoor Season                     ,11th Grade,M,334.4,M,163.6
129,1073,2007 Outdoor Season                     ,12th Grade,M,344.97,M,164.2
130,1092,2004 Outdoor Season                     ,12th Grade,M,270.4,M,130.77
131,1094,2004 Outdoor Season                     ,12th Grade,M,265.9,M,127.2
132,1106,2004 Outdoor Season                     ,10th Grade,M,266.4,M,129.2
133,1106,2005 Outdoor Season                     ,11th Grade,M,257.92,M,125.7
134,1106,2006 Outdoor Season                     ,12th Grade,M,262.18,M,127.76
135,1107,2004 Outdoor Season                     ,11th Grade,M,252.5,M,126.7
136,1107,2005 Outdoor Season                     ,12th Grade,M,252.63,M,130.8
137,1108,2004 Outdoor Season                     ,11th Grade,M,256.6,M,123.5
138,1108,2005 Outdoor Season                     ,12th Grade,M,252.73,M,119.69
139,1137,2004 Outdoor Season                     ,11th Grade,M,272.2,M,127.86
140,1162,2005 Outdoor Season                     ,12th Grade,M,269.3,M,125.86
141,1171,2005 Outdoor Season                     ,12th Grade,M,258.41,M,130.0
142,1175,2005 Outdoor Season                     ,12th Grade,M,294.4,M,133.9
143,1177,2005 Outdoor Season                     ,12th Grade,M,287.6,M,145.3
144,1183,2005 Outdoor Season                     ,12th Grade,M,277.4,M,130.6
145,1191,2005 Outdoor Season                     ,12th Grade,M,255.94,M,125.7
146,1217,2005 Outdoor Season                     ,11th Grade,M,279.0,M,124.7
147,1218,2004 Outdoor Season                     ,10th Grade,M,320.0,M,151.0
148,1220,2003 Outdoor  Season                     ,10th Grade,M,386.0,M,167.0
149,1220,2004 Outdoor Season                     ,11th Grade,M,323.0,M,147.6
150,1220,2005 Outdoor Season                     ,12th Grade,M,310.0,M,152.4
151,1223,2003 Outdoor  Season                     ,9th Grade,M,308.0,M,152.0
152,1223,2004 Outdoor Season                     ,10th Grade,M,289.0,M,145.0
153,1224,2001 Outdoor  Season                     ,9th Grade,M,268.2,M,126.5
154,1224,2002 Outdoor  Season                     ,10th Grade,M,267.0,M,118.6
155,1224,2003 Outdoor  Season                     ,11th Grade,M,246.96,M,115.4
156,1224,2004 Outdoor Season                     ,12th Grade,M,242.83,M,114.57
157,1226,2003 Outdoor  Season                     ,9th Grade,M,283.9,M,136.7
158,1226,2004 Outdoor Season                     ,10th Grade,M,260.0,M,128.0
159,1226,2005 Outdoor Season                     ,11th Grade,M,267.0,M,128.9
160,1226,2006 Outdoor Season                     ,12th Grade,M,264.2,M,128.0
161,1229,2003 Outdoor  Season                     ,9th Grade,M,300.0,M,145.2
162,1229,2005 Outdoor Season                     ,11th Grade,M,291.0,M,138.0
163,1238,2003 Outdoor  Season                     ,10th Grade,M,277.0,M,139.0
164,1238,2004 Outdoor Season                     ,11th Grade,M,268.7,M,132.2
165,1238,2005 Outdoor Season                     ,12th Grade,M,273.6,M,133.1
166,1243,2004 Outdoor Season                     ,9th Grade,M,294.0,M,154.0
167,1243,2005 Outdoor Season                     ,10th Grade,M,281.0,M,131.6
168,1243,2006 Outdoor Season                     ,11th Grade,M,268.5,M,131.8
169,1243,2007 Outdoor Season                     ,12th Grade,M,277.2,M,130.79
170,1244,2002 Outdoor  Season                     ,9th Grade,M,339.0,M,158.0
171,1244,2003 Outdoor  Season                     ,10th Grade,M,382.1,M,179.0
172,1244,2004 Outdoor Season                     ,11th Grade,M,307.4,M,152.7
173,1245,2004 Outdoor Season                     ,9th Grade,M,294.6,M,143.0
174,1245,2005 Outdoor Season                     ,10th Grade,M,267.7,M,130.3
175,1245,2006 Outdoor Season                     ,11th Grade,M,265.3,M,130.6
176,1245,2007 Outdoor Season                     ,12th Grade,M,269.1,M,121.8
177,1246,2003 Outdoor  Season                     ,11th Grade,M,270.9,M,133.5
178,1246,2004 Outdoor Season                     ,12th Grade,M,268.0,M,122.2
179,1247,2004 Outdoor Season                     ,11th Grade,M,298.0,M,139.46
180,1257,2004 Outdoor Season                     ,10th Grade,M,301.0,M,146.0
181,1260,2004 Outdoor Season                     ,9th Grade,M,292.4,M,150.0
182,1260,2005 Outdoor Season                     ,10th Grade,M,281.2,M,142.8
183,1260,2006 Outdoor Season                     ,11th Grade,M,267.6,M,131.3
184,1308,2004 Outdoor Season                     ,9th Grade,M,302.81,M,147.89
185,1317,2006 Outdoor Season                     ,12th Grade,M,305.97,M,151.31
186,1319,2005 Outdoor Season                     ,11th Grade,M,299.6,M,151.15
187,1321,2005 Outdoor Season                     ,11th Grade,M,277.9,M,133.6
188,1324,2005 Outdoor Season                     ,11th Grade,M,292.59,M,142.5
189,1330,2004 Outdoor Season                     ,11th Grade,M,290.1,M,135.85
190,1332,2004 Outdoor Season                     ,11th Grade,M,290.2,M,142.63
191,1352,2004 Outdoor Season                     ,9th Grade,M,274.8,M,140.0
192,1378,2004 Outdoor Season                     ,11th Grade,M,359.6,M,190.1
193,1387,2005 Outdoor Season                     ,9th Grade,M,297.5,M,142.0
194,1392,2004 Outdoor Season                     ,10th Grade,M,278.5,M,138.0
195,1417,2006 Outdoor Season                     ,11th Grade,M,307.0,M,146.2
196,1417,2007 Outdoor Season                     ,12th Grade,M,302.0,M,151.3
197,1448,2004 Outdoor Season                     ,11th Grade,M,263.29,M,131.2
198,1448,2005 Outdoor Season                     ,12th Grade,M,258.51,M,129.0
199,1450,2004 Outdoor Season                     ,9th Grade,M,288.36,M,147.4
200,1450,2005 Outdoor Season                     ,10th Grade,M,274.01,M,129.95
201,1450,2006 Outdoor Season                     ,11th Grade,M,272.8,M,126.26
202,1473,2005 Outdoor Season                     ,10th Grade,M,273.1,M,134.8
203,1473,2006 Outdoor Season                     ,11th Grade,M,252.8,M,125.71
204,1473,2007 Outdoor Season                     ,12th Grade,M,256.01,M,124.92
205,1475,2004 Outdoor Season                     ,9th Grade,M,273.9,M,138.0
206,1475,2005 Outdoor Season                     ,10th Grade,M,254.1,M,121.2
207,1475,2006 Outdoor Season                     ,11th Grade,M,250.09,M,120.1
208,1475,2007 Outdoor Season                     ,12th Grade,M,246.08,M,119.05
209,1476,2004 Outdoor Season                     ,10th Grade,M,300.9,M,151.5
210,1476,2006 Outdoor Season                     ,12th Grade,M,290.32,M,143.7
211,1478,2005 Outdoor Season                     ,10th Grade,M,254.48,M,122.44
212,1478,2006 Outdoor Season                     ,11th Grade,M,260.4,M,119.5
213,1482,2004 Outdoor Season                     ,9th Grade,M,311.2,M,147.9
214,1483,2004 Outdoor Season                     ,9th Grade,M,354.5,M,170.06
215,1489,2004 Outdoor Season                     ,10th Grade,M,299.2,M,145.8
216,1493,2002 Outdoor  Season                     ,9th Grade,M,325.3,M,153.0
217,1515,2004 Outdoor Season                     ,10th Grade,M,308.2,M,157.5
218,1516,2004 Outdoor Season                     ,10th Grade,M,296.89,M,151.94
219,1516,2005 Outdoor Season                     ,11th Grade,M,303.5,M,151.6
220,1528,2004 Outdoor Season                     ,11th Grade,M,310.47,M,133.46
221,1528,2005 Outdoor Season                     ,12th Grade,M,301.42,M,134.73
222,1536,2004 Outdoor Season                     ,9th Grade,M,312.7,M,145.1
223,1537,2004 Outdoor Season                     ,11th Grade,M,344.9,M,174.6
224,1540,2004 Outdoor Season                     ,9th Grade,M,312.83,M,150.0
225,1540,2006 Outdoor Season                     ,11th Grade,M,292.0,M,149.8
226,1540,2007 Outdoor Season                     ,12th Grade,M,291.94,M,150.93
227,1549,2004 Outdoor Season                     ,9th Grade,M,280.62,M,134.34
228,1549,2006 Outdoor Season                     ,11th Grade,M,283.3,M,125.44
229,1549,2007 Outdoor Season                     ,12th Grade,M,294.9,M,131.98
230,1603,2002 Outdoor  Season                     ,10th Grade,M,267.4,M,131.2
231,1603,2003 Outdoor  Season                     ,11th Grade,M,264.9,M,125.0
232,1603,2004 Outdoor Season                     ,12th Grade,M,263.0,M,132.0
233,1606,2004 Outdoor Season                     ,12th Grade,M,252.3,M,126.3
234,1607,2004 Outdoor Season                     ,12th Grade,M,271.0,M,118.9
235,1614,2004 Outdoor Season                     ,12th Grade,M,271.0,M,139.0
236,1620,2004 Outdoor Season                     ,12th Grade,M,268.0,M,133.1
237,1621,2004 Outdoor Season                     ,11th Grade,M,275.3,M,126.9
238,1621,2005 Outdoor Season                     ,12th Grade,M,299.0,M,136.7
239,1623,2004 Outdoor Season                     ,9th Grade,M,282.4,M,139.6
240,1623,2005 Outdoor Season                     ,10th Grade,M,286.0,M,122.9
241,1623,2006 Outdoor Season                     ,11th Grade,M,280.2,M,125.24
242,1623,2007 Outdoor Season                     ,12th Grade,M,275.7,M,128.01
243,1632,2005 Outdoor Season                     ,11th Grade,M,255.4,M,135.0
244,1632,2006 Outdoor Season                     ,12th Grade,M,256.32,M,133.0
245,1640,2005 Outdoor Season                     ,11th Grade,M,338.0,M,159.0
246,1640,2006 Outdoor Season                     ,12th Grade,M,338.0,M,162.5
247,1654,2005 Outdoor Season                     ,11th Grade,M,294.42,M,140.6
248,1656,2005 Outdoor Season                     ,11th Grade,M,265.3,M,138.0
249,1656,2006 Outdoor Season                     ,12th Grade,M,260.74,M,133.0
250,1657,2004 Outdoor Season                     ,9th Grade,M,315.69,M,150.43
251,1657,2005 Outdoor Season                     ,10th Grade,M,316.52,M,145.32
252,1657,2006 Outdoor Season                     ,11th Grade,M,324.0,M,143.04
253,1670,2006 Outdoor Season                     ,11th Grade,M,268.41,M,136.0
254,1670,2007 Outdoor Season                     ,12th Grade,M,273.7,M,130.42
255,1678,2005 Outdoor Season                     ,10th Grade,M,252.0,M,124.8
256,1678,2006 Outdoor Season                     ,11th Grade,M,255.07,M,119.7
257,1678,2007 Outdoor Season                     ,12th Grade,M,248.75,M,119.26
258,1679,2004 Outdoor Season                     ,11th Grade,M,270.0,M,120.7
259,1679,2005 Outdoor Season                     ,12th Grade,M,268.0,M,119.5
260,1680,2006 Outdoor Season                     ,11th Grade,M,275.0,M,135.0
261,1700,2004 Outdoor Season                     ,9th Grade,M,299.72,M,140.2
262,1706,2007 Outdoor Season                     ,12th Grade,M,272.03,M,134.74
263,1708,2004 Outdoor Season                     ,11th Grade,M,290.16,M,122.94
264,1708,2005 Outdoor Season                     ,12th Grade,M,242.66,M,114.78
265,1718,2004 Outdoor Season                     ,12th Grade,M,286.4,M,127.2
266,1721,2004 Outdoor Season                     ,10th Grade,M,326.78,M,157.4
267,1722,2004 Outdoor Season                     ,10th Grade,M,310.38,M,149.0
268,1722,2005 Outdoor Season                     ,11th Grade,M,299.9,M,145.7
269,1722,2006 Outdoor Season                     ,11th Grade,M,296.87,M,140.2
270,1784,2004 Outdoor Season                     ,10th Grade,M,349.7,M,161.2
271,1784,2005 Outdoor Season                     ,11th Grade,M,310.4,M,169.0
272,1840,2004 Outdoor Season                     ,11th Grade,M,285.5,M,138.0
273,1840,2005 Outdoor Season                     ,12th Grade,M,265.1,M,132.13
274,1841,2004 Outdoor Season                     ,11th Grade,M,275.37,M,135.2
275,1842,2005 Outdoor Season                     ,12th Grade,M,292.5,M,139.6
276,1843,2004 Outdoor Season                     ,9th Grade,M,327.8,M,152.8
277,1845,2004 Outdoor Season                     ,9th Grade,M,302.1,M,147.91
278,1847,2004 Outdoor Season                     ,10th Grade,M,345.0,M,155.7
279,1854,2004 Outdoor Season                     ,11th Grade,M,332.1,M,175.6
280,1855,2004 Outdoor Season                     ,9th Grade,M,304.3,M,156.8
281,1855,2007 Outdoor Season                     ,12th Grade,M,267.07,M,136.0
282,1862,2004 Outdoor Season                     ,10th Grade,M,262.9,M,128.12
283,1862,2005 Outdoor Season                     ,11th Grade,M,255.43,M,120.3
284,1865,2005 Outdoor Season                     ,10th Grade,M,297.5,M,132.3
285,1885,2004 Outdoor Season                     ,10th Grade,M,290.35,M,146.6
286,1885,2005 Outdoor Season                     ,11th Grade,M,312.58,M,161.1
287,1894,2005 Outdoor Season                     ,11th Grade,M,299.3,M,138.0
288,1899,2004 Outdoor Season                     ,9th Grade,M,323.9,M,154.2
289,1903,2004 Outdoor Season                     ,12th Grade,M,254.81,M,133.35
290,1908,2004 Outdoor Season                     ,12th Grade,M,329.34,M,138.21
291,1915,2004 Outdoor Season                     ,9th Grade,M,298.7,M,149.1
292,1915,2006 Outdoor Season                     ,11th Grade,M,271.66,M,144.35
293,1918,2004 Outdoor Season                     ,9th Grade,M,292.6,M,147.5
294,1918,2005 Outdoor Season                     ,10th Grade,M,277.2,M,148.42
295,1918,2006 Outdoor Season                     ,11th Grade,M,275.47,M,143.6
296,1918,2007 Outdoor Season                     ,12th Grade,M,298.1,M,144.38
297,1921,2004 Outdoor Season                     ,10th Grade,M,324.46,M,148.6
298,1921,2005 Outdoor Season                     ,11th Grade,M,319.4,M,149.6
299,1957,2005 Outdoor Season                     ,10th Grade,M,258.06,M,130.48
300,1957,2006 Outdoor Season                     ,11th Grade,M,290.9,M,131.48
301,1957,2007 Outdoor Season                     ,12th Grade,M,267.27,M,132.02
302,1968,2005 Outdoor Season                     ,10th Grade,M,317.3,M,149.5
303,1972,2004 Outdoor Season                     ,9th Grade,M,334.8,M,169.07
304,2001,2004 Outdoor Season                     ,9th Grade,M,320.7,M,158.8
305,2001,2005 Outdoor Season                     ,10th Grade,M,324.6,M,152.1
306,2001,2006 Outdoor Season                     ,11th Grade,M,315.9,M,148.5
307,2001,2007 Outdoor Season                     ,12th Grade,M,321.3,M,152.75
308,2009,2004 Outdoor Season                     ,12th Grade,M,260.8,M,121.17
309,2028,2004 Outdoor Season                     ,11th Grade,M,279.0,M,137.2
310,2039,2004 Outdoor Season                     ,9th Grade,M,260.3,M,119.5
311,2039,2005 Outdoor Season                     ,10th Grade,M,250.97,M,119.4
312,2039,2006 Outdoor Season                     ,11th Grade,M,245.18,M,116.4
313,2039,2007 Outdoor Season                     ,12th Grade,M,243.63,M,118.7
314,2062,2004 Outdoor Season                     ,12th Grade,M,334.9,M,173.7
315,2092,2004 Outdoor Season                     ,9th Grade,M,300.8,M,139.4
316,2092,2005 Outdoor Season                     ,10th Grade,M,296.9,M,141.7
317,2121,2004 Outdoor Season                     ,11th Grade,M,282.0,M,136.0
318,2121,2005 Outdoor Season                     ,12th Grade,M,281.6,M,132.0
319,2162,2005 Outdoor Season                     ,12th Grade,M,255.7,M,125.3
320,2172,2004 Outdoor Season                     ,9th Grade,M,264.01,M,130.7
321,2172,2006 Outdoor Season                     ,11th Grade,M,263.58,M,128.8
322,2190,2004 Outdoor Season                     ,9th Grade,M,306.4,M,139.5
323,2197,2004 Outdoor Season                     ,11th Grade,M,297.8,M,138.2
324,2197,2005 Outdoor Season                     ,12th Grade,M,296.1,M,136.7
325,2206,2004 Outdoor Season                     ,11th Grade,M,283.6,M,136.9
326,2206,2005 Outdoor Season                     ,9th Grade,M,281.1,M,133.0
327,2211,2004 Outdoor Season                     ,9th Grade,M,271.6,M,131.7
328,2211,2005 Outdoor Season                     ,10th Grade,M,273.0,M,130.9
329,2211,2006 Outdoor Season                     ,11th Grade,M,272.9,M,135.6
330,2224,2004 Outdoor Season                     ,11th Grade,M,325.7,M,157.4
331,2325,2004 Outdoor Season                     ,10th Grade,M,326.8,M,142.1
332,2326,2004 Outdoor Season                     ,9th Grade,M,325.6,M,142.5
333,2328,2004 Outdoor Season                     ,11th Grade,M,255.0,M,131.6
334,2328,2005 Outdoor Season                     ,12th Grade,M,256.8,M,127.0
335,2329,2004 Outdoor Season                     ,9th Grade,M,278.9,M,129.8
336,2329,2006 Outdoor Season                     ,11th Grade,M,285.8,M,120.4
337,2329,2007 Outdoor Season                     ,12th Grade,M,277.1,M,120.12
338,2331,2005 Outdoor Season                     ,12th Grade,M,257.2,M,130.1
339,2372,2003 Outdoor  Season                     ,10th Grade,M,251.23,M,119.79
340,2372,2004 Outdoor Season                     ,11th Grade,M,253.4,M,121.0
341,2376,2006 Outdoor Season                     ,12th Grade,M,290.3,M,134.81
342,2378,2004 Outdoor Season                     ,11th Grade,M,253.5,M,124.7
343,2378,2005 Outdoor Season                     ,12th Grade,M,263.0,M,120.3
344,2413,2004 Outdoor Season                     ,9th Grade,M,271.2,M,131.4
345,2413,2005 Outdoor Season                     ,10th Grade,M,250.52,M,125.6
346,2413,2006 Outdoor Season                     ,11th Grade,M,247.63,M,122.0
347,2413,2007 Outdoor Season                     ,12th Grade,M,256.42,M,128.86
348,2417,2004 Outdoor Season                     ,9th Grade,M,276.3,M,143.55
349,2417,2005 Outdoor Season                     ,10th Grade,M,265.14,M,130.32
350,2417,2006 Outdoor Season                     ,11th Grade,M,252.99,M,129.0
351,2417,2007 Outdoor Season                     ,12th Grade,M,254.93,M,131.2
352,2419,2005 Outdoor Season                     ,11th Grade,M,258.3,M,139.4
353,2445,2006 Outdoor Season                     ,11th Grade,M,285.3,M,125.97
354,2450,2004 Outdoor Season                     ,12th Grade,M,271.4,M,135.1
355,2453,2005 Outdoor Season                     ,11th Grade,M,306.95,M,149.8
356,2453,2006 Outdoor Season                     ,12th Grade,M,306.0,M,154.7
357,2461,2004 Outdoor Season                     ,11th Grade,M,294.2,M,138.25
358,2467,2005 Outdoor Season                     ,11th Grade,M,280.0,M,165.7
359,2469,2004 Outdoor Season                     ,12th Grade,M,280.0,M,124.32
360,2472,2004 Outdoor Season                     ,10th Grade,M,259.56,M,127.5
361,2472,2005 Outdoor Season                     ,11th Grade,M,255.26,M,125.24
362,2472,2006 Outdoor Season                     ,12th Grade,M,252.89,M,121.0
363,2520,2005 Outdoor Season                     ,11th Grade,M,261.14,M,131.12
364,2520,2006 Outdoor Season                     ,12th Grade,M,257.53,M,128.43
365,2607,2002 Outdoor  Season                     ,9th Grade,M,256.79,M,129.34
366,2607,2003 Outdoor  Season                     ,10th Grade,M,242.15,M,120.36
367,2607,2004 Outdoor Season                     ,11th Grade,M,235.9,M,117.37
368,2607,2005 Outdoor Season                     ,12th Grade,M,234.52,M,115.03
369,2650,2004 Outdoor Season                     ,10th Grade,M,299.8,M,133.0
370,2651,2004 Outdoor Season                     ,9th Grade,M,295.3,M,152.9
371,2651,2007 Outdoor Season                     ,12th Grade,M,270.6,M,123.85
372,2662,2005 Outdoor Season                     ,12th Grade,M,267.7,M,124.02
373,2669,2005 Outdoor Season                     ,12th Grade,M,282.6,M,130.27
374,2672,2004 Outdoor Season                     ,12th Grade,M,263.76,M,124.99
375,2675,2006 Outdoor Season                     ,12th Grade,M,270.8,M,127.6
376,2677,2005 Outdoor Season                     ,10th Grade,M,274.8,M,140.8
377,2677,2006 Outdoor Season                     ,11th Grade,M,268.9,M,135.0
